SF	Word	Segmentation	Analysis	Freq
evet	evet	evet	Stem	125
ne	ne	ne	Stem	1396
kim	kim	kim	Stem	239
evin	evin	ev-in	Stem-gen	22
vɑr	var	vɑr	Stem	195
bez	bez	bez	Stem	1
orɑɯ	orası	orɑ-ɯ	Stem-p3s	8
silgi	silgi	silgi	Stem	1
sen	sen	sen	Stem	535
neden	neden	neden	Stem	26
jɑvɑʃ	yavaş	jɑvɑʃ	Stem	11
birʃej	birşey	birʃej	Stem	58
tuzsuz	tuzsuz	tuz-suz	Stem-siz	1
ɑnnei	annesi	ɑnne-i	Stem-p3s	11
jɯlɑn	yılan	jɯlɑn	Stem	2
ʧok	çok	ʧok	Stem	185
dyn	dün	dyn	Stem	18
sen	sen	sen	Stem	535
hɑdi	hadi	hɑdi	Stem	226
ren	ren	re-n	Stem-p2s	30
bɑbɑɯ	babası	bɑbɑ-ɯ	Stem-p3s	4
seni	seni	sen-i	Stem-acc	47
hɑjɯr	hayır	hɑjɯr	Stem	54
jɑ	ya	jɑ	Stem	29
ɑkɯllɯ	akıllı	ɑkɯl-lɯ	Stem-li	12
bɑbɑ	baba	bɑbɑ	Stem	75
ɑferin	aferin	ɑferin	Stem	121
jɑ	ya	jɑ	Stem	29
kimn	kimin	kim-n	Stem-p2s	15
ɑnnei	annesi	ɑnne-i	Stem-p3s	11
ne	ne	ne	Stem	1396
bøjle	böyle	bøjle	Stem	79
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
sɯʤɑk	sıcak	sɯʤɑk	Stem	18
sen	sen	sen	Stem	535
bu	bu	bu	Stem	613
iʧin	için	iʧin	Stem	25
ɑnne	anne	ɑnne	Stem	64
seni	seni	sen-i	Stem-acc	47
bir	bir	bir	Stem	210
bir	bir	bir	Stem	210
jok	yok	jok	Stem	69
ne	ne	ne	Stem	1396
burʧɑk	burçak	burʧɑk	Stem	119
jɑvru	yavru	jɑvru	Stem	1
ɑrɑbɑ	araba	ɑrɑbɑ	Stem	37
evde	evde	ev-de	Stem-loc	40
tɑne	tane	tɑne	Stem	34
bɑzen	bazen	bɑzen	Stem	31
bu	bu	bu	Stem	613
hɑ	ha	hɑ	Stem	44
okulɑ	okula	okul-ɑ	Stem-dat	10
vɑpur	vapur	vɑpur	Stem	11
zɑmɑn	zaman	zɑmɑn	Stem	135
kimler	kimler	kim-ler	Stem-pl	13
ki	ki	ki	Stem	36
ɑt	at	ɑt	Stem	30
kɑrʃɯdɑ	karşıda	kɑrʃɯ-dɑ	Stem-loc	2
øpyʤyk	öpücük	øpyʤyk	Stem	16
ɑdɑm	adam	ɑdɑm	Stem	11
bøjle	böyle	bøjle	Stem	79
mii	misi	mi-i	Stem-p3s	12
koj	koy	koj	Stem	79
yʧ	üç	yʧ	Stem	10
ne	ne	ne	Stem	1396
kɯzɯ	kızı	kɯz-ɯ	Stem-p3s	46
bonʤuk	boncuk	bonʤuk	Stem	5
ne	ne	ne	Stem	1396
nei	nesi	ne-i	Stem-p3s	40
hɑdi	hadi	hɑdi	Stem	226
ne	ne	ne	Stem	1396
hɑni	hani	hɑni	Stem	100
ne	ne	ne	Stem	1396
jɑz	yaz	jɑz	Stem	22
sɑklɑɑlɯ	saklayalı	sɑklɑ-ɑlɯ	Stem-cv:eli	1
ɑɑ	aa	ɑɑ	Stem	23
hɑjɯr	hayır	hɑjɯr	Stem	54
bu	bu	bu	Stem	613
vɑr	var	vɑr	Stem	195
kɯz	kız	kɯz	Stem	26
ɑmɑ	ama	ɑmɑ	Stem	155
vermem	vermem	ver-me-m	Stem-vn:inf-p1s	5
jɑpɑlɯm	yapalım	jɑp-ɑ-lɯ-m	Stem-cv:ye-li-p1s	23
hɑdi	hadi	hɑdi	Stem	226
senden	senden	sen-den	Stem-abl	3
ne	ne	ne	Stem	1396
kɯzm	kızım	kɯz-m	Stem-p1s	197
ɑʃkɯ	aşkı	ɑʃk-ɯ	Stem-p3s	6
ɑrɑbɑlɑr	arabalar	ɑrɑbɑ-lɑr	Stem-pl	19
bu	bu	bu	Stem	613
ne	ne	ne	Stem	1396
ne	ne	ne	Stem	1396
sinʤɑp	sincap	sinʤɑp	Stem	6
ɑrɑbɑ	araba	ɑrɑbɑ	Stem	37
burɑdɑn	buradan	burɑ-dɑn	Stem-abl	6
pɑrɑn	paran	pɑrɑ-n	Stem-p2s	3
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
kɯzm	kızım	kɯz-m	Stem-p1s	197
gyzel	güzel	gyzel	Stem	110
kediler	kediler	kedi-ler	Stem-pl	40
ne	ne	ne	Stem	1396
sen	sen	sen	Stem	535
bu	bu	bu	Stem	613
hɑjɯr	hayır	hɑjɯr	Stem	54
keʧi	keçi	keʧi	Stem	4
ne	ne	ne	Stem	1396
pis	pis	pis	Stem	14
ʧoʤuk	çocuk	ʧoʤuk	Stem	29
sɑllɑɑlɯm	sallayalım	sɑl-lɑ-ɑ-lɯ-m	Stem-la-cv:ye-li-p1s	1
ne	ne	ne	Stem	1396
bu	bu	bu	Stem	613
ɑʃkm	aşkım	ɑʃk-m	Stem-p1s	35
hɑvɑdɑn	havadan	hɑvɑ-dɑn	Stem-abl	1
ne	ne	ne	Stem	1396
ʃøjle	şöyle	ʃøjle	Stem	7
ne	ne	ne	Stem	1396
niʧin	niçin	niʧin	Stem	114
peki	peki	peki	Stem	218
nɑsɯl	nasıl	nɑsɯl	Stem	228
zɑmɑn	zaman	zɑmɑn	Stem	135
niʧin	niçin	niʧin	Stem	114
senin	senin	sen-in	Stem-gen	175
ɑmʤɑ	amca	ɑmʤɑ	Stem	12
hiʧ	hiç	hiʧ	Stem	41
ɑʃkm	aşkım	ɑʃk-m	Stem-p1s	35
vɑr	var	vɑr	Stem	195
ne	ne	ne	Stem	1396
neree	nereye	nere-e	Stem-dat	122
ne	ne	ne	Stem	1396
vɑr	var	vɑr	Stem	195
burɑɑ	buraya	burɑ-ɑ	Stem-dat	67
bɑbɑnɯ	babanı	bɑbɑ-n-ɯ	Stem-p2s-acc	3
kim	kim	kim	Stem	239
kim	kim	kim	Stem	239
ne	ne	ne	Stem	1396
ɑllɑh	allah	ɑllɑh	Stem	9
tejp	teyp	tejp	Stem	11
tɑmɑm	tamam	tɑmɑm	Stem	116
fiʃ	fiş	fiʃ	Stem	1
bir	bir	bir	Stem	210
burɑɑ	buraya	burɑ-ɑ	Stem-dat	67
hɑngii	hangisi	hɑngi-i	Stem-p3s	34
nije	niye	nije	Stem	164
su	su	su	Stem	51
et	et	et	Stem	7
vɑr	var	vɑr	Stem	195
ne	ne	ne	Stem	1396
hɑni	hani	hɑni	Stem	100
ojunʤɑklɑrmɯ	oyuncaklarımı	ojunʤɑk-lɑr-m-ɯ	Stem-pl-p1s-acc	2
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
ne	ne	ne	Stem	1396
mɑmɑ	mama	mɑmɑ	Stem	44
piʒɑmɑ	pijama	piʒɑmɑ	Stem	3
gemi	gemi	gemi	Stem	11
bu	bu	bu	Stem	613
nɑsɯl	nasıl	nɑsɯl	Stem	228
ʃimdi	şimdi	ʃimdi	Stem	122
sen	sen	sen	Stem	535
burɑdɑ	burada	burɑ-dɑ	Stem-loc	23
sen	sen	sen	Stem	535
iʃi	işi	iʃ-i	Stem-acc	2
sɑʧlɑr	saçlar	sɑʧ-lɑr	Stem-pl	1
kɯzm	kızım	kɯz-m	Stem-p1s	197
senin	senin	sen-in	Stem-gen	175
ɑnneiin	annesinin	ɑnne-i-in	Stem-p3s-gen	5
zɑmɑn	zaman	zɑmɑn	Stem	135
kɯrmɯzɯ	kırmızı	kɯrmɯzɯ	Stem	19
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
ɑtɑ	ata	ɑtɑ	Stem	8
kɯzmɑ	kızıma	kɯz-m-ɑ	Stem-p1s-dat	45
hɯ	hı	hɯ	Stem	6
kuʃlɑr	kuşlar	kuʃ-lɑr	Stem-pl	30
kɯzm	kızım	kɯz-m	Stem-p1s	197
iji	iyi	iji	Stem	14
ʤɑnm	canım	ʤɑn-m	Stem-p1s	76
ʧorbɑ	çorba	ʧorbɑ	Stem	10
sen	sen	sen	Stem	535
ne	ne	ne	Stem	1396
ɑh	ah	ɑh	Stem	17
mɑjmunm	maymunum	mɑjmun-m	Stem-p1s	1
ɑrɑbɑ	araba	ɑrɑbɑ	Stem	37
kediler	kediler	kedi-ler	Stem-pl	40
bu	bu	bu	Stem	613
neree	nereye	nere-e	Stem-dat	122
jɑpɑlɯm	yapalım	jɑp-ɑ-lɯ-m	Stem-cv:ye-li-p1s	23
nije	niye	nije	Stem	164
øpyʤyk	öpücük	øpyʤyk	Stem	16
burɑdɑ	burada	burɑ-dɑ	Stem-loc	23
ɑmɑ	ama	ɑmɑ	Stem	155
vɑr	var	vɑr	Stem	195
ʃimdi	şimdi	ʃimdi	Stem	122
jɑz	yaz	jɑz	Stem	22
byjyk	büyük	byjyk	Stem	15
jok	yok	jok	Stem	69
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
peki	peki	peki	Stem	218
kim	kim	kim	Stem	239
ɑrɑbɑ	araba	ɑrɑbɑ	Stem	37
okuldɑ	okulda	okul-dɑ	Stem-loc	12
bebek	bebek	bebek	Stem	62
pis	pis	pis	Stem	14
tɑmɑm	tamam	tɑmɑm	Stem	116
ʧoʤuklɑr	çocuklar	ʧoʤuk-lɑr	Stem-pl	52
jyzgeʧleri	yüzgeçleri	jyzgeʧ-ler-i	Stem-pl-p3s	1
vɑr	var	vɑr	Stem	195
bu	bu	bu	Stem	613
ne	ne	ne	Stem	1396
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
ʧok	çok	ʧok	Stem	185
sen	sen	sen	Stem	535
senin	senin	sen-in	Stem-gen	175
de	de	de	Stem	95
ren	ren	re-n	Stem-p2s	30
jolun	yolun	jol-un	Stem-gen	1
ʧok	çok	ʧok	Stem	185
kɑnɑtlɑrɯ	kanatları	kɑnɑt-lɑr-ɯ	Stem-pl-p3s	6
nɑsɯl	nasıl	nɑsɯl	Stem	228
ʧoʤuklɑr	çocuklar	ʧoʤuk-lɑr	Stem-pl	52
ne	ne	ne	Stem	1396
ne	ne	ne	Stem	1396
koj	koy	koj	Stem	79
ne	ne	ne	Stem	1396
ɑnne	anne	ɑnne	Stem	64
tɑnkɯn	tankın	tɑnk-ɯn	Stem-gen	1
iʃte	işte	iʃte	Stem	51
pek	pek	pek	Stem	12
sen	sen	sen	Stem	535
bøjle	böyle	bøjle	Stem	79
niʧin	niçin	niʧin	Stem	114
ne	ne	ne	Stem	1396
øpelim	öpelim	øp-e-li-m	Stem-cv:ye-li-p1s	1
sen	sen	sen	Stem	535
burʧɑk	burçak	burʧɑk	Stem	119
bu	bu	bu	Stem	613
evet	evet	evet	Stem	125
orɑdɑ	orada	orɑ-dɑ	Stem-loc	13
yyry	üürü	yyry	Stem	2
silme	silme	sil-me	Stem-vn:inf	2
sɑbun	sabun	sɑbun	Stem	4
tejzei	teyzeyi	tejze-i	Stem-acc	3
burʧɑk	burçak	burʧɑk	Stem	119
su	su	su	Stem	51
ne	ne	ne	Stem	1396
kovbojlɑr	kovboylar	kovboj-lɑr	Stem-pl	1
bugyn	bugün	bugyn	Stem	27
ne	ne	ne	Stem	1396
jyzer	yüzer	jyz-er	Stem-dist	13
bir	bir	bir	Stem	210
ben	ben	ben	Stem	175
ne	ne	ne	Stem	1396
jɑzɯk	yazık	jɑzɯk	Stem	25
senin	senin	sen-in	Stem-gen	175
birʃej	birşey	birʃej	Stem	58
murɑt	murat	murɑt	Stem	4
tɑbii	tabii	tɑbii	Stem	30
zɑmɑn	zaman	zɑmɑn	Stem	135
burɑɑ	buraya	burɑ-ɑ	Stem-dat	67
ben	ben	ben	Stem	175
ne	ne	ne	Stem	1396
kimn	kimin	kim-n	Stem-p2s	15
ne	ne	ne	Stem	1396
topu	topu	top-u	Stem-p3s	14
ujku	uyku	ujku	Stem	2
zɑmɑn	zaman	zɑmɑn	Stem	135
gitme	gitmek	git-me	Stem-vn:inf	2
ʤɑnm	canım	ʤɑn-m	Stem-p1s	76
mersi	mersi	mersi	Stem	6
tɑmɑm	tamam	tɑmɑm	Stem	116
evde	evde	ev-de	Stem-loc	40
kɑdɑr	kadar	kɑdɑr	Stem	17
vɑr	var	vɑr	Stem	195
mɑrtɯ	martı	mɑrtɯ	Stem	1
bɑbɑn	baban	bɑbɑ-n	Stem-p2s	37
neree	nereye	nere-e	Stem-dat	122
bu	bu	bu	Stem	613
buun	bunun	bu-un	Stem-gen	28
tɑne	tane	tɑne	Stem	34
sen	sen	sen	Stem	535
sen	sen	sen	Stem	535
ɑnnen	annen	ɑnne-n	Stem-p2s	69
jyzer	yüzer	jyz-er	Stem-dist	13
bu	bu	bu	Stem	613
mɑmɑlɑrɯ	mamaları	mɑmɑ-lɑr-ɯ	Stem-pl-p3s	1
soɰuk	soğuk	soɰuk	Stem	2
hɑjɯr	hayır	hɑjɯr	Stem	54
kurtlɑr	kurtlar	kurt-lɑr	Stem-pl	17
renk	renk	renk	Stem	23
ørdek	ördek	ørdek	Stem	7
ne	ne	ne	Stem	1396
hɑdi	hadi	hɑdi	Stem	226
gelin	gelin	gelin	Stem	9
tɑmir	tamir	tɑmir	Stem	17
bebek	bebek	bebek	Stem	62
sen	sen	sen	Stem	535
dɑ	da	dɑ	Stem	126
peki	peki	peki	Stem	218
size	size	siz-e	Stem-dat	5
peki	peki	peki	Stem	218
tenʤeree	tencereye	tenʤere-e	Stem-dat	1
tɑblɑ	tabla	tɑblɑ	Stem	1
kɑdɑrdɑ	kadarda	kɑdɑr-dɑ	Stem-loc	2
bɑlon	balon	bɑlon	Stem	11
ʧok	çok	ʧok	Stem	185
kim	kim	kim	Stem	239
iki	iki	iki	Stem	28
bir	bir	bir	Stem	210
gyzel	güzel	gyzel	Stem	110
bu	bu	bu	Stem	613
gyzel	güzel	gyzel	Stem	110
zɑmɑn	zaman	zɑmɑn	Stem	135
sen	sen	sen	Stem	535
bir	bir	bir	Stem	210
ne	ne	ne	Stem	1396
bu	bu	bu	Stem	613
ʧoʤuklɑr	çocuklar	ʧoʤuk-lɑr	Stem-pl	52
orɑɯ	orası	orɑ-ɯ	Stem-p3s	8
ɑllɑh	allah	ɑllɑh	Stem	9
evet	evet	evet	Stem	125
bɑlɯklɑr	balıklar	bɑlɯk-lɑr	Stem-pl	18
ʃimdi	şimdi	ʃimdi	Stem	122
hɑngi	hangi	hɑngi	Stem	25
ne	ne	ne	Stem	1396
de	de	de	Stem	95
bu	bu	bu	Stem	613
senin	senin	sen-in	Stem-gen	175
dɑ	da	dɑ	Stem	126
sinʤɑp	sincap	sinʤɑp	Stem	6
sen	sen	sen	Stem	535
pɑstɑ	pasta	pɑstɑ	Stem	13
jɑpɑlɯ	yapalı	jɑp-ɑlɯ	Stem-cv:eli	4
renk	renk	renk	Stem	23
øjle	öyle	øjle	Stem	51
ne	ne	ne	Stem	1396
hɑdi	hadi	hɑdi	Stem	226
dɯʃɑrɯɑ	dışarıya	dɯʃɑrɯ-ɑ	Stem-dat	9
senin	senin	sen-in	Stem-gen	175
nɑsɯl	nasıl	nɑsɯl	Stem	228
ters	ters	ters	Stem	10
hɑngii	hangisi	hɑngi-i	Stem-p3s	34
senin	senin	sen-in	Stem-gen	175
bu	bu	bu	Stem	613
dɑhɑ	daha	dɑhɑ	Stem	43
gyzel	güzel	gyzel	Stem	110
gyzel	güzel	gyzel	Stem	110
ne	ne	ne	Stem	1396
gyzel	güzel	gyzel	Stem	110
nei	nesi	ne-i	Stem-p3s	40
neree	nereye	nere-e	Stem-dat	122
bɑlɯk	balık	bɑlɯk	Stem	27
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
su	su	su	Stem	51
neler	neler	ne-ler	Stem-pl	33
hɑm	ham	hɑm	Stem	2
ʧoʤuklɑr	çocuklar	ʧoʤuk-lɑr	Stem-pl	52
neree	nereye	nere-e	Stem-dat	122
bu	bu	bu	Stem	613
ʧiʃin	çişin	ʧiʃ-in	Stem-gen	6
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
ne	ne	ne	Stem	1396
jok	yok	jok	Stem	69
hɑdi	hadi	hɑdi	Stem	226
ne	ne	ne	Stem	1396
kɯzm	kızım	kɯz-m	Stem-p1s	197
ne	ne	ne	Stem	1396
ki	ki	ki	Stem	36
sɑʧlɑrmɯ	saçlarımı	sɑʧ-lɑr-m-ɯ	Stem-pl-p1s-acc	2
dije	diye	dije	Stem	14
neree	nereye	nere-e	Stem-dat	122
ne	ne	ne	Stem	1396
sen	sen	sen	Stem	535
nɑsɯl	nasıl	nɑsɯl	Stem	228
tɑmɑm	tamam	tɑmɑm	Stem	116
burʧɑk	burçak	burʧɑk	Stem	119
sen	sen	sen	Stem	535
ɑmɑ	ama	ɑmɑ	Stem	155
ʧok	çok	ʧok	Stem	185
ɑferin	aferin	ɑferin	Stem	121
bu	bu	bu	Stem	613
kɯzmɑ	kızıma	kɯz-m-ɑ	Stem-p1s-dat	45
bøjle	böyle	bøjle	Stem	79
ev	ev	ev	Stem	7
ne	ne	ne	Stem	1396
bu	bu	bu	Stem	613
kediler	kediler	kedi-ler	Stem-pl	40
peki	peki	peki	Stem	218
ne	ne	ne	Stem	1396
ki	ki	ki	Stem	36
ne	ne	ne	Stem	1396
sende	sende	sen-de	Stem-loc	20
burɑdɑn	buradan	burɑ-dɑn	Stem-abl	6
søjleelim	söyleyelim	søjle-e-li-m	Stem-cv:ye-li-p1s	3
jeʃil	yeşil	jeʃil	Stem	8
ʧok	çok	ʧok	Stem	185
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
dønyp	dönüp	døn-yp	Stem-cv:ip	1
neree	nereye	nere-e	Stem-dat	122
ɑmʤɑlɑr	amcalar	ɑmʤɑ-lɑr	Stem-pl	2
bɑlɯklɑr	balıklar	bɑlɯk-lɑr	Stem-pl	18
hɑɑ	haa	hɑɑ	Stem	9
trɑktør	traktör	trɑktør	Stem	14
ɑʃkɯ	aşkı	ɑʃk-ɯ	Stem-p3s	6
hɑlin	halin	hɑl-in	Stem-gen	2
ystyste	üstüste	ystyste	Stem	1
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
zɑmɑn	zaman	zɑmɑn	Stem	135
tɑrɑfɑ	tarafa	tɑrɑf-ɑ	Stem-dat	7
burɑɑ	buraya	burɑ-ɑ	Stem-dat	67
ne	ne	ne	Stem	1396
sɑjfɑdɑ	sayfada	sɑjfɑ-dɑ	Stem-loc	2
ʤɑmlɑr	camlar	ʤɑm-lɑr	Stem-pl	1
kurtlɑr	kurtlar	kurt-lɑr	Stem-pl	17
bu	bu	bu	Stem	613
neree	nereye	nere-e	Stem-dat	122
kɑdɑr	kadar	kɑdɑr	Stem	17
pɑntolonu	pantolonu	pɑntolon-u	Stem-p3s	2
ɑnne	anne	ɑnne	Stem	64
ne	ne	ne	Stem	1396
sen	sen	sen	Stem	535
ne	ne	ne	Stem	1396
peki	peki	peki	Stem	218
nije	niye	nije	Stem	164
nɑsɯl	nasıl	nɑsɯl	Stem	228
ne	ne	ne	Stem	1396
ʤiʤi	cici	ʤiʤi	Stem	33
mɑkɑrɑ	makara	mɑkɑrɑ	Stem	2
ne	ne	ne	Stem	1396
topɑl	topal	topɑl	Stem	3
ɑɰbi	ağbi	ɑɰbi	Stem	7
kim	kim	kim	Stem	239
iʃte	işte	iʃte	Stem	51
gøz	göz	gøz	Stem	29
ne	ne	ne	Stem	1396
ne	ne	ne	Stem	1396
ne	ne	ne	Stem	1396
ne	ne	ne	Stem	1396
ki	ki	ki	Stem	36
kɯzmɑ	kızıma	kɯz-m-ɑ	Stem-p1s-dat	45
bir	bir	bir	Stem	210
he	he	he	Stem	2
hɑjɯr	hayır	hɑjɯr	Stem	54
nɑsɯl	nasıl	nɑsɯl	Stem	228
bu	bu	bu	Stem	613
jɑtsɯn	yatsın	jɑtsɯ-n	Stem-p2s	2
ɑj	ay	ɑj	Stem	41
bɑʤɑ	baca	bɑʤɑ	Stem	3
uʧ	uç	uʧ	Stem	1
ne	ne	ne	Stem	1396
sen	sen	sen	Stem	535
hɑdi	hadi	hɑdi	Stem	226
tɑmɑm	tamam	tɑmɑm	Stem	116
ki	ki	ki	Stem	36
bugyn	bugün	bugyn	Stem	27
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
kediin	kedinin	kedi-in	Stem-gen	5
sɑklɑmɑɑ	saklamaya	sɑklɑ-mɑ-ɑ	Stem-vn:inf-dat	1
ʧok	çok	ʧok	Stem	185
vɑllɑ	valla	vɑllɑ	Stem	2
birɑz	biraz	birɑz	Stem	40
nee	neye	ne-e	Stem-dat	7
kɑpɯlɑrɯ	kapıları	kɑpɯ-lɑr-ɯ	Stem-pl-p3s	3
ɑmɑ	ama	ɑmɑ	Stem	155
ne	ne	ne	Stem	1396
hɑjɯr	hayır	hɑjɯr	Stem	54
bu	bu	bu	Stem	613
bøjle	böyle	bøjle	Stem	79
giderken	giderken	gider-ken	Stem-cv:ken	6
peki	peki	peki	Stem	218
vɑr	var	vɑr	Stem	195
ne	ne	ne	Stem	1396
zɑmɑn	zaman	zɑmɑn	Stem	135
de	de	de	Stem	95
ʧiʧek	çiçek	ʧiʧek	Stem	9
ɑnne	anne	ɑnne	Stem	64
ɑferin	aferin	ɑferin	Stem	121
neden	neden	neden	Stem	26
okuldɑki	okuldaki	okul-dɑ-ki	Stem-loc-ki	1
kendi	kendi	kendi	Stem	11
topun	topun	top-un	Stem-gen	14
ojnɑɑlɯm	oynayalım	ojnɑ-ɑ-lɯ-m	Stem-cv:ye-li-p1s	12
kim	kim	kim	Stem	239
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
jere	yere	jer-e	Stem-dat	12
pense	pense	pense	Stem	1
øjle	öyle	øjle	Stem	51
burʧɑk	burçak	burʧɑk	Stem	119
kediler	kediler	kedi-ler	Stem-pl	40
kuʃlɑr	kuşlar	kuʃ-lɑr	Stem-pl	30
ɑnnem	annem	ɑnne-m	Stem-p1s	19
iʃte	işte	iʃte	Stem	51
kɯzm	kızım	kɯz-m	Stem-p1s	197
dɯʃɑrɯ	dışarı	dɯʃɑrɯ	Stem	6
ʧok	çok	ʧok	Stem	185
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
kulɑklɑrɯ	kulakları	kulɑk-lɑr-ɯ	Stem-pl-p3s	1
ɑnɑhtɑr	anahtar	ɑnɑhtɑr	Stem	2
ʃøjle	şöyle	ʃøjle	Stem	7
gene	gene	gen-e	Stem-dat	5
burɑɑ	buraya	burɑ-ɑ	Stem-dat	67
ne	ne	ne	Stem	1396
top	top	top	Stem	35
kojunʤɑ	koyunca	koj-unʤɑ	Stem-cv:ince	2
yty	ütü	yty	Stem	31
senin	senin	sen-in	Stem-gen	175
bir	bir	bir	Stem	210
birgyn	birgün	birgyn	Stem	4
bɑbɑ	baba	bɑbɑ	Stem	75
ne	ne	ne	Stem	1396
dɑhɑ	daha	dɑhɑ	Stem	43
peki	peki	peki	Stem	218
gelinʤe	gelince	gel-inʤe	Stem-cv:ince	6
ʧok	çok	ʧok	Stem	185
kulɑk	kulak	kulɑk	Stem	11
ɑʧɯk	açık	ɑʧɯk	Stem	4
kedi	kedi	kedi	Stem	47
kim	kim	kim	Stem	239
ɑʤɑbɑ	acaba	ɑʤɑbɑ	Stem	24
ɑkʃɑm	akşam	ɑkʃɑm	Stem	6
iʧeri	içeri	iʧeri	Stem	2
nerei	neresi	nere-i	Stem-p3s	25
bir	bir	bir	Stem	210
top	top	top	Stem	35
kimi	kimi	kimi	Stem	14
hɑni	hani	hɑni	Stem	100
peki	peki	peki	Stem	218
seni	seni	sen-i	Stem-acc	47
kɑloriferler	kaloriferler	kɑlorifer-ler	Stem-pl	1
bu	bu	bu	Stem	613
ne	ne	ne	Stem	1396
bu	bu	bu	Stem	613
bir	bir	bir	Stem	210
kuʃ	kuş	kuʃ	Stem	21
øjle	öyle	øjle	Stem	51
ʃimdi	şimdi	ʃimdi	Stem	122
nɑsɯl	nasıl	nɑsɯl	Stem	228
ojunu	oyunu	ojun-u	Stem-p3s	9
tɑrɑfɑ	tarafa	tɑrɑf-ɑ	Stem-dat	7
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
ben	ben	ben	Stem	175
ne	ne	ne	Stem	1396
ɑnne	anne	ɑnne	Stem	64
ʧok	çok	ʧok	Stem	185
burʧɑk	burçak	burʧɑk	Stem	119
ne	ne	ne	Stem	1396
televizjon	televizyon	televizjon	Stem	7
sen	sen	sen	Stem	535
hɑni	hani	hɑni	Stem	100
mɑmɑlɑr	mamalar	mɑmɑ-lɑr	Stem-pl	1
ensene	ensene	ense-n-e	Stem-p2s-dat	1
senin	senin	sen-in	Stem-gen	175
evet	evet	evet	Stem	125
nije	niye	nije	Stem	164
ɑnne	anne	ɑnne	Stem	64
iʃte	işte	iʃte	Stem	51
ɑferin	aferin	ɑferin	Stem	121
bojɑ	boya	bojɑ	Stem	1
ʧɯkɯnʤɑ	çıkınca	ʧɯk-ɯnʤɑ	Stem-cv:ince	3
hɑdi	hadi	hɑdi	Stem	226
ʃimdi	şimdi	ʃimdi	Stem	122
peki	peki	peki	Stem	218
ʧok	çok	ʧok	Stem	185
jok	yok	jok	Stem	69
bøjle	böyle	bøjle	Stem	79
ʃimdi	şimdi	ʃimdi	Stem	122
ne	ne	ne	Stem	1396
fil	fil	fil	Stem	5
vɑr	var	vɑr	Stem	195
bir	bir	bir	Stem	210
nije	niye	nije	Stem	164
buun	bunun	bu-un	Stem-gen	28
tɑne	tane	tɑne	Stem	34
ne	ne	ne	Stem	1396
bebek	bebek	bebek	Stem	62
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
resmi	resmi	resmi	Stem	16
birʃejler	birşeyler	birʃej-ler	Stem-pl	6
peki	peki	peki	Stem	218
buru	buru	buru	Stem	2
sen	sen	sen	Stem	535
tɑnk	tank	tɑnk	Stem	7
top	top	top	Stem	35
tɑmɑm	tamam	tɑmɑm	Stem	116
hɑn	han	hɑn	Stem	8
ʧok	çok	ʧok	Stem	185
peki	peki	peki	Stem	218
sen	sen	sen	Stem	535
tɑmɑm	tamam	tɑmɑm	Stem	116
syt	süt	syt	Stem	25
ben	ben	ben	Stem	175
hɑjɑt	hayat	hɑjɑt	Stem	1
tɑbii	tabii	tɑbii	Stem	30
ben	ben	ben	Stem	175
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
kɑzɑ	kaza	kɑzɑ	Stem	2
bu	bu	bu	Stem	613
nerede	nerede	nere-de	Stem-loc	63
birʃejler	birşeyler	birʃej-ler	Stem-pl	6
kutuun	kutunun	kutu-un	Stem-gen	8
gøz	göz	gøz	Stem	29
kuʃlɑrɯ	kuşları	kuʃ-lɑr-ɯ	Stem-pl-p3s	4
top	top	top	Stem	35
kɯzmɑ	kızıma	kɯz-m-ɑ	Stem-p1s-dat	45
peki	peki	peki	Stem	218
ɑnnee	anneye	ɑnne-e	Stem-dat	16
hɑdi	hadi	hɑdi	Stem	226
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
bu	bu	bu	Stem	613
bu	bu	bu	Stem	613
ne	ne	ne	Stem	1396
ʧɑtɯɯ	çatısı	ʧɑtɯ-ɯ	Stem-p3s	3
birɑz	biraz	birɑz	Stem	40
di	di	di	Stem	5
neree	nereye	nere-e	Stem-dat	122
tɑbɑnʤɑɯn	tabancanın	tɑbɑnʤɑ-ɯn	Stem-gen	3
dɑ	da	dɑ	Stem	126
sen	sen	sen	Stem	535
jɑz	yaz	jɑz	Stem	22
renk	renk	renk	Stem	23
ʃøførsyz	şöförsüz	ʃøfør-syz	Stem-siz	1
en	en	en	Stem	8
