SF	Word	Segmentation	Analysis	Freq
ve	ve	ve	Stem	410082
myzik	müzik	myzik	Stem	1733
ʤezɑɯ	cezası	ʤezɑ-ɯ	Stem-p3s	1019
ɑʧɯɯ	açısı	ɑʧɯ-ɯ	Stem-p3s	266
iʃ	iş	iʃ	Stem	8264
zɑmɑn	zaman	zɑmɑn	Stem	15726
gyzel	güzel	gyzel	Stem	4853
dɑhɑ	daha	dɑhɑ	Stem	45708
frekɑns	frekans	frekɑns	Stem	361
ve	ve	ve	Stem	410082
ister	ister	ister	Stem	1531
ɑlɑbilme	alabilmek	ɑl-ɑbil-me	Stem-abil-vn:inf	229
ve	ve	ve	Stem	410082
ʧok	çok	ʧok	Stem	44655
zirkonjum	zirkonyum	zirkonjum	Stem	30
doɰru	doğru	doɰru	Stem	8053
uzmɑnlɑr	uzmanlar	uzmɑn-lɑr	Stem-pl	394
ve	ve	ve	Stem	410082
bølym	bölüm	bølym	Stem	2717
ve	ve	ve	Stem	410082
bilgi	bilgi	bilgi	Stem	14026
ve	ve	ve	Stem	410082
ɑsit	asit	ɑsit	Stem	744
tɑkdirde	takdirde	tɑkdirde	Stem	2887
tɑrihi	tarihi	tɑrih-i	Stem-p3s	5547
konu	konu	konu	Stem	3689
donɑnɯm	donanım	donɑnɯm	Stem	740
iji	iyi	iji	Stem	12362
de	de	de	Stem	62501
ve	ve	ve	Stem	410082
døner	döner	døner	Stem	883
sevk	sevk	sevk	Stem	813
jer	yer	jer	Stem	14805
soru	soru	soru	Stem	2060
gønyllyler	gönüllüler	gønylly-ler	Stem-pl	46
ɑrɑdɑ	arada	ɑrɑ-dɑ	Stem-loc	2583
kɑfɑ	kafa	kɑfɑ	Stem	399
gelir	gelir	gelir	Stem	5549
dɑvɑ	dava	dɑvɑ	Stem	1627
plɑnlɯ	planlı	plɑn-lɯ	Stem-li	363
ʧøzymleri	çözümleri	ʧøzym-ler-i	Stem-pl-acc	655
dereʤede	derecede	dereʤe-de	Stem-loc	1268
jønetim	yönetim	jønetim	Stem	9207
bir	bir	bir	Stem	249887
herkes	herkes	herkes	Stem	2464
ɑʃɯ	aşı	ɑʃɯ	Stem	545
ɑrtɯk	artık	ɑrtɯk	Stem	5375
kɑjseri	kayseri	kɑjser-i	Stem-acc	534
jerde	yerde	jer-de	Stem-loc	2669
bir	bir	bir	Stem	249887
ynly	ünlü	ynly	Stem	1392
jemek	yemek	jemek	Stem	1685
bile	bile	bile	Stem	6823
kɑdɑr	kadar	kɑdɑr	Stem	27434
non	non	no-n	Stem-p2s	34
sɯrɑdɑ	sırada	sɯrɑ-dɑ	Stem-loc	1368
hedefi	hedefi	hedef-i	Stem-p3s	540
ve	ve	ve	Stem	410082
ʃikɑjet	şikayet	ʃikɑjet	Stem	503
dɑhɑ	daha	dɑhɑ	Stem	45708
yjeleri	üyeleri	yje-ler-i	Stem-pl-p3s	2444
itibɑren	itibaren	itibɑren	Stem	4208
bøjleʤe	böylece	bøjleʤe	Stem	4447
kɑbuly	kabulü	kɑbul-y	Stem-p3s	329
gøre	göre	gøre	Stem	22404
kɑtlɑrɯ	katları	kɑt-lɑr-ɯ	Stem-pl-p3s	67
lirɑɯ	lirası	lirɑ-ɯ	Stem-p3s	199
ɑlɑnɯ	alanı	ɑlɑn-ɯ	Stem-p3s	2334
festivɑli	festivali	festivɑl-i	Stem-p3s	154
g	g	g	Stem	1678
kɑnɑtlɯ	kanatlı	kɑnɑt-lɯ	Stem-li	96
etkili	etkili	etki-li	Stem-li	2389
sɑntrɑlɯn	santralın	sɑntrɑl-ɯn	Stem-gen	40
bɑʃlɯk	başlık	bɑʃlɯk	Stem	472
doktor	doktor	doktor	Stem	854
fɑjɯɯn	fayının	fɑj-ɯ-ɯn	Stem-p3s-gen	28
sonrɑdɑn	sonradan	sonrɑdɑn	Stem	667
bilgi	bilgi	bilgi	Stem	14026
terør	terör	terør	Stem	930
olɑn	olan	ol-ɑn	Stem-part:pres	42598
ʧevre	çevre	ʧevre	Stem	3930
øɰrenme	öğrenmek	øɰren-me	Stem-vn:inf	629
gibi	gibi	gibi	Stem	32871
ʧɑlɯʃmɑlɑrɯ	çalışmaları	ʧɑlɯʃ-mɑ-lɑr-ɯ	Stem-vn:inf-pl-p3s	3605
jɑ	ya	jɑ	Stem	16514
jɯllɯk	yıllık	jɯllɯk	Stem	3775
jɑ	ya	jɑ	Stem	16514
lider	lider	lider	Stem	633
ɑrɑʃtɯrmɑdɑ	araştırmada	ɑrɑʃtɯr-mɑ-dɑ	Stem-vn:inf-loc	226
miljɑr	milyar	miljɑr	Stem	2473
usuly	usulü	usul-y	Stem-p3s	590
depo	depo	depo	Stem	434
ɑlɑnɯɯn	alanının	ɑlɑn-ɯ-ɯn	Stem-p3s-gen	283
dujɑn	duyan	duj-ɑn	Stem-part:pres	298
yrynlerin	ürünlerin	yryn-ler-in	Stem-pl-gen	861
kɑlɯp	kalıp	kɑlɯp	Stem	489
meme	meme	meme	Stem	521
dergii	dergisi	dergi-i	Stem-p3s	1968
deɰerlerin	değerlerin	deɰer-ler-in	Stem-pl-gen	313
gibi	gibi	gibi	Stem	32871
birimleri	birimleri	birim-ler-i	Stem-pl-p3s	556
rɑdjo	radyo	rɑdjo	Stem	974
ʃubɑt	şubat	ʃubɑt	Stem	1778
gynlerde	günlerde	gyn-ler-de	Stem-pl-loc	1222
iʃkenʤee	işkenceye	iʃkenʤe-e	Stem-dat	96
buhɑr	buhar	buhɑr	Stem	333
iʃitme	işitme	iʃit-me	Stem-vn:inf	691
øtee	öteye	øte-e	Stem-dat	117
kɑndɑ	kanda	kɑn-dɑ	Stem-loc	161
b	b	b	Stem	6575
lɑzer	lazer	lɑzer	Stem	179
kongrede	kongrede	kongre-de	Stem-loc	138
bɑkɑnɯ	bakanı	bɑkɑn-ɯ	Stem-p3s	1383
ʧoɰul	çoğul	ʧoɰul	Stem	88
en	en	en	Stem	39710
komisjonun	komisyonun	komisjon-un	Stem-gen	299
ɑjnɯ	aynı	ɑjnɯ	Stem	14697
hɑreket	hareket	hɑreket	Stem	4096
sɑɰlɯklɯ	sağlıklı	sɑɰlɯk-lɯ	Stem-li	2138
rɑɰmen	rağmen	rɑɰmen	Stem	3656
kuruluʃ	kuruluş	kuruluʃ	Stem	2037
bu	bu	bu	Stem	182175
bir	bir	bir	Stem	249887
hɑstɑɑ	hastaya	hɑstɑ-ɑ	Stem-dat	540
ujgun	uygun	ujgun	Stem	11689
ɑjrɯʤɑ	ayrıca	ɑjrɯʤɑ	Stem	11030
girme	girmek	gir-me	Stem-vn:inf	645
filmi	filmi	film-i	Stem-p3s	428
renk	renk	renk	Stem	1827
dɑɰɯtɯmɯ	dağıtımı	dɑɰɯtɯm-ɯ	Stem-p3s	261
gelir	gelir	gelir	Stem	5549
kelimei	kelimeyi	kelime-i	Stem-acc	132
tebliɰ	tebliğ	tebliɰ	Stem	976
isteenlerin	isteyenlerin	iste-en-ler-in	Stem-part:pres-pl-gen	204
mɑllɑrɯ	malları	mɑl-lɑr-ɯ	Stem-pl-p3s	270
jɑzɯlɯmɯ	yazılımı	jɑzɯlɯm-ɯ	Stem-p3s	642
medenijeti	medeniyeti	medenijet-i	Stem-acc	90
mɯsɯr	mısır	mɯsɯr	Stem	436
genʧ	genç	genʧ	Stem	2995
ile	ile	ile	Stem	91917
web	web	web	Stem	3990
edebijɑt	edebiyat	edebijɑt	Stem	1144
ve	ve	ve	Stem	410082
ihɑle	ihale	ihɑle	Stem	1279
d	d	d	Stem	3870
ʧøzym	çözüm	ʧøzym	Stem	2552
bir	bir	bir	Stem	249887
bir	bir	bir	Stem	249887
puɑn	puan	puɑn	Stem	923
ujgun	uygun	ujgun	Stem	11689
de	de	de	Stem	62501
tejit	teyit	tejit	Stem	168
bir	bir	bir	Stem	249887
toz	toz	toz	Stem	632
inʃɑɑtɯ	inşaatı	inʃɑɑt-ɯ	Stem-p3s	249
dyʃynʤee	düşünceye	dyʃynʤe-e	Stem-dat	123
kɑjnɑklɑr	kaynaklar	kɑjnɑk-lɑr	Stem-pl	849
bir	bir	bir	Stem	249887
izin	izin	izin	Stem	3364
verelim	verelim	vere-li-m	Stem-li-p1s	157
tɑrih	tarih	tɑrih	Stem	3817
toplumsɑl	toplumsal	toplum-sɑl	Stem-sal	1826
protein	protein	protein	Stem	478
gyneʃ	güneş	gyneʃ	Stem	1421
ɑj	ay	ɑj	Stem	5374
gɑzi	gazi	gɑzi	Stem	1315
el	el	el	Stem	2750
jok	yok	jok	Stem	6383
bir	bir	bir	Stem	249887
kendi	kendi	kendi	Stem	12153
jediden	yediden	jedi-den	Stem-abl	28
ɑlɑn	alan	ɑl-ɑn	Stem-part:pres	9336
eɰer	eğer	eɰer	Stem	5659
gøzlerden	gözlerden	gøz-ler-den	Stem-pl-abl	37
bu	bu	bu	Stem	182175
eɰitim	eğitim	eɰitim	Stem	12936
uluslɑrɑrɑsɯ	uluslararası	ulus-lɑr-ɑrɑsɯ	Stem-pl-arasi	4727
y	ü	y	Stem	2765
ʧevre	çevre	ʧevre	Stem	3930
vɑr	var	vɑr	Stem	11381
de	de	de	Stem	62501
geliʃme	gelişme	geliʃ-me	Stem-vn:inf	1588
olɑn	olan	ol-ɑn	Stem-part:pres	42598
ve	ve	ve	Stem	410082
sɑjfɑdɑ	sayfada	sɑjfɑ-dɑ	Stem-loc	419
hɑrʤɑmɑ	harcama	hɑrʤɑ-mɑ	Stem-vn:inf	405
geri	geri	geri	Stem	5374
linjit	linyit	linjit	Stem	145
dɑhɑ	daha	dɑhɑ	Stem	45708
fotoɰrɑfɑ	fotoğrafa	fotoɰrɑf-ɑ	Stem-dat	117
ruhsɑt	ruhsat	ruhsɑt	Stem	736
kg	kg	kg	Stem	785
ve	ve	ve	Stem	410082
hɑstɑnee	hastaneye	hɑstɑne-e	Stem-dat	410
olɑn	olan	ol-ɑn	Stem-part:pres	42598
proʒei	projesi	proʒe-i	Stem-p3s	1823
deɰeri	değeri	deɰer-i	Stem-p3s	1668
bir	bir	bir	Stem	249887
jønetim	yönetim	jønetim	Stem	9207
kɑrɑkterize	karakterize	kɑrɑkterize	Stem	95
diɰerleri	diğerleri	diɰer-leri	Stem-p3p	419
doɰru	doğru	doɰru	Stem	8053
ilʧelerden	ilçelerden	ilʧe-ler-den	Stem-pl-abl	40
bir	bir	bir	Stem	249887
jeterinʤe	yeterince	jeterinʤe	Stem	897
jɑrɯʃmɑɯ	yarışması	jɑrɯʃmɑ-ɯ	Stem-p3s	294
ʧizgii	çizgisi	ʧizgi-i	Stem-p3s	202
myrɑʤɑɑt	müracaat	myrɑʤɑɑt	Stem	932
bɑkɯr	bakır	bɑkɯr	Stem	487
bilgi	bilgi	bilgi	Stem	14026
geʤikme	gecikme	geʤik-me	Stem-vn:inf	351
hɑreketleri	hareketleri	hɑreket-ler-i	Stem-pl-p3s	738
dolu	dolu	dolu	Stem	1449
devɑm	devam	devɑm	Stem	12051
dyz	düz	dyz	Stem	772
ve	ve	ve	Stem	410082
ɑile	aile	ɑile	Stem	2209
ɑʃɑɰɯ	aşağı	ɑʃɑɰɯ	Stem	860
ekonomik	ekonomik	ekonomik	Stem	6130
gyven	güven	gyven	Stem	1254
bir	bir	bir	Stem	249887
neden	neden	neden	Stem	6231
h	h	h	Stem	2341
temsilʤiler	temsilciler	temsilʤi-ler	Stem-pl	239
evet	evet	evet	Stem	1819
kontrolne	kontrolüne	kontrol-n-e	Stem-p2s-dat	83
ʃej	şey	ʃej	Stem	4867
ileriki	ileriki	ileri-ki	Stem-ki	129
disiplin	disiplin	disiplin	Stem	1385
mɑrt	mart	mɑrt	Stem	2684
her	her	her	Stem	37829
ɑnlɑʃmɑɑ	anlaşmaya	ɑnlɑʃmɑ-ɑ	Stem-dat	242
hikmet	hikmet	hikmet	Stem	315
durum	durum	durum	Stem	4551
ben	ben	ben	Stem	6963
vɑr	var	vɑr	Stem	11381
jine	yine	jine	Stem	6084
bu	bu	bu	Stem	182175
onɑjlɑnɑn	onaylanan	onɑj-lɑn-ɑn	Stem-lan-part:pres	191
hɑttɑ	hatta	hɑttɑ	Stem	3409
en	en	en	Stem	39710
eskiden	eskiden	eskiden	Stem	735
en	en	en	Stem	39710
pijɑno	piyano	pijɑno	Stem	149
ve	ve	ve	Stem	410082
dønemi	dönemi	dønem-i	Stem-p3s	1615
ɑrɑʃtɯrmɑlɑr	araştırmalar	ɑrɑʃtɯr-mɑ-lɑr	Stem-vn:inf-pl	965
herhɑngi	herhangi	herhɑngi	Stem	6057
sonrɑ	sonra	sonrɑ	Stem	29350
ønerilernizi	önerilerinizi	øneri-ler-niz-i	Stem-pl-p2p-acc	119
hepi	hepsi	hep-i	Stem-p3s	1316
sɑnɑjii	sanayii	sɑnɑji-i	Stem-p3s	668
ʧok	çok	ʧok	Stem	44655
ve	ve	ve	Stem	410082
lig	lig	lig	Stem	110
gibi	gibi	gibi	Stem	32871
bir	bir	bir	Stem	249887
pijɑsɑɯ	piyasası	pijɑsɑ-ɯ	Stem-p3s	367
mezun	mezun	mezun	Stem	1513
ve	ve	ve	Stem	410082
yrynler	ürünler	yryn-ler	Stem-pl	1569
jetkili	yetkili	jetki-li	Stem-li	2131
kɑfeterjɑ	kafeterya	kɑfeterjɑ	Stem	91
idɑri	idari	idɑri	Stem	1330
de	de	de	Stem	62501
seʧimi	seçimi	seʧim-i	Stem-p3s	1063
ʃimdilik	şimdilik	ʃimdilik	Stem	302
jɑzmɑn	yazman	jɑzmɑn	Stem	48
hizmet	hizmet	hizmet	Stem	7969
gyneʃ	güneş	gyneʃ	Stem	1421
ve	ve	ve	Stem	410082
kɑjbetme	kaybetme	kɑjbet-me	Stem-vn:inf	58
dɑ	da	dɑ	Stem	70573
sɯnɑvɯ	sınavı	sɯnɑv-ɯ	Stem-p3s	894
dinsel	dinsel	din-sel	Stem-sal	188
sonuʧ	sonuç	sonuʧ	Stem	2478
jɑrɑlɑrɯ	yaraları	jɑrɑ-lɑr-ɯ	Stem-pl-p3s	40
fɑkyltei	fakültesi	fɑkylte-i	Stem-p3s	3893
insɑnɯn	insanın	insɑn-ɯn	Stem-gen	1496
prostɑt	prostat	prostɑt	Stem	194
ve	ve	ve	Stem	410082
mekɑnizmɑ	mekanizma	mekɑnizmɑ	Stem	174
inʤelemeler	incelemeler	inʤele-me-ler	Stem-vn:inf-pl	205
ʧok	çok	ʧok	Stem	44655
milletler	milletler	millet-ler	Stem-pl	658
no	no	no	Stem	11301
gibi	gibi	gibi	Stem	32871
hykymet	hükümet	hykymet	Stem	2108
dyzeni	düzeni	dyzen-i	Stem-p3s	595
olmɑɑn	olmayan	ol-mɑ-ɑn	Stem-neg-part:pres	4689
jeniden	yeniden	jeniden	Stem	6078
tym	tüm	tym	Stem	17273
birlik	birlik	birlik	Stem	1441
ɑdɯm	adım	ɑdɯm	Stem	1377
iʧme	içmek	iʧ-me	Stem-vn:inf	166
kireʧ	kireç	kireʧ	Stem	227
ve	ve	ve	Stem	410082
dɑ	da	dɑ	Stem	70573
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
gyn	gün	gyn	Stem	11539
ujku	uyku	ujku	Stem	479
kitɑp	kitap	kitɑp	Stem	2376
evvel	evvel	evvel	Stem	517
ʤenɑze	cenaze	ʤenɑze	Stem	214
bugyn	bugün	bugyn	Stem	4978
ve	ve	ve	Stem	410082
ilgili	ilgili	ilgi-li	Stem-li	21157
tesʤil	tescil	tesʤil	Stem	1123
neler	neler	ne-ler	Stem-pl	1458
gøre	göre	gøre	Stem	22404
divɑn	divan	divɑn	Stem	435
ve	ve	ve	Stem	410082
de	de	de	Stem	62501
ɑktif	aktif	ɑktif	Stem	2024
konuʃmɑ	konuşma	konuʃ-mɑ	Stem-vn:inf	1222
binɑɯ	binayı	binɑ-ɯ	Stem-acc	97
syrekli	sürekli	syrekli	Stem	4621
kentsel	kentsel	kent-sel	Stem-sal	272
beʃ	beş	beʃ	Stem	2643
ortɑɑ	ortaya	ortɑ-ɑ	Stem-dat	8304
hyrmet	hürmet	hyrmet	Stem	60
kɑdɯn	kadın	kɑdɯn	Stem	2286
mevzuɑt	mevzuat	mevzuɑt	Stem	610
ɑlɑn	alan	ɑl-ɑn	Stem-part:pres	9336
ʧɯkɑrmɑɑ	çıkarmaya	ʧɯkɑrmɑ-ɑ	Stem-dat	140
sigortɑ	sigorta	sigortɑ	Stem	2537
ve	ve	ve	Stem	410082
bir	bir	bir	Stem	249887
hiʧbir	hiçbir	hiʧbir	Stem	5533
veri	veri	veri	Stem	3541
ile	ile	ile	Stem	91917
temsilʤileriin	temsilcilerinin	temsilʤi-ler-i-in	Stem-pl-p3s-gen	201
sɑɰ	sağ	sɑɰ	Stem	1574
dɑjɯ	dayı	dɑjɯ	Stem	64
tesbit	tesbit	tesbit	Stem	908
kurulum	kurulum	kurulum	Stem	306
olɑn	olan	ol-ɑn	Stem-part:pres	42598
ve	ve	ve	Stem	410082
diɰer	diğer	diɰer	Stem	16778
destek	destek	destek	Stem	3701
ve	ve	ve	Stem	410082
reɑktør	reaktör	reɑktør	Stem	86
tel	tel	tel	Stem	8775
internete	internete	internet-e	Stem-dat	325
ve	ve	ve	Stem	410082
bɑsɯnʧlɯ	basınçlı	bɑsɯnʧ-lɯ	Stem-li	199
elde	elde	el-de	Stem-loc	6295
bej	bey	bej	Stem	2067
verme	verme	ver-me	Stem-vn:inf	1183
mɑddeler	maddeler	mɑdde-ler	Stem-pl	1163
bɑʃkɑ	başka	bɑʃkɑ	Stem	9119
ʃekilde	şekilde	ʃekil-de	Stem-loc	12842
gerek	gerek	gerek	Stem	4488
sebep	sebep	sebep	Stem	1577
ve	ve	ve	Stem	410082
diɰer	diğer	diɰer	Stem	16778
bir	bir	bir	Stem	249887
mystɑkil	müstakil	mystɑkil	Stem	230
mydyrlyk	müdürlük	mydyrlyk	Stem	644
dɑlɯʃ	dalış	dɑl-ɯʃ	Stem-vn:yis	233
izleen	izleyen	izle-en	Stem-part:pres	787
ve	ve	ve	Stem	410082
bøjle	böyle	bøjle	Stem	6583
mɑkɑmɑ	makama	mɑkɑm-ɑ	Stem-dat	145
ʤevɑp	cevap	ʤevɑp	Stem	2722
bile	bile	bile	Stem	6823
dɑhɑ	daha	dɑhɑ	Stem	45708
litjum	lityum	litjum	Stem	103
bu	bu	bu	Stem	182175
geri	geri	geri	Stem	5374
devlet	devlet	devlet	Stem	7291
lɑzɯm	lazım	lɑzɯm	Stem	981
sekreterlik	sekreterlik	sekreter-lik	Stem-lik	105
hɑlɯ	halı	hɑlɯ	Stem	486
kɑseti	kaseti	kɑset-i	Stem-p3s	49
ɑz	az	ɑz	Stem	10001
kendinizi	kendinizi	kendi-niz-i	Stem-p2p-acc	464
ruh	ruh	ruh	Stem	587
bir	bir	bir	Stem	249887
iʃe	işe	iʃ-e	Stem-dat	1450
derinden	derinden	deri-n-den	Stem-p2s-abl	152
ve	ve	ve	Stem	410082
diɰer	diğer	diɰer	Stem	16778
proʒei	projesi	proʒe-i	Stem-p3s	1823
ønmyzdeki	önümüzdeki	øn-myz-de-ki	Stem-p1p-loc-ki	1194
myzik	müzik	myzik	Stem	1733
jɑrɯʃɯ	yarışı	jɑrɯʃ-ɯ	Stem-p3s	143
tyrly	türlü	tyrly	Stem	4703
bɑbɑ	baba	bɑbɑ	Stem	852
ʧoʤuklɑr	çocuklar	ʧoʤuk-lɑr	Stem-pl	1731
ɑdɑmɯn	adamın	ɑdɑm-ɯn	Stem-gen	252
ortɑ	orta	ortɑ	Stem	4380
ɑʧɯklɑmɑlɑrdɑ	açıklamalarda	ɑʧɯklɑ-mɑ-lɑr-dɑ	Stem-vn:inf-pl-loc	95
tɑrz	tarz	tɑrz	Stem	203
kirɑ	kira	kirɑ	Stem	545
hykymlerin	hükümlerin	hykym-ler-in	Stem-pl-gen	99
ylkemiz	ülkemiz	ylke-miz	Stem-p1p	822
sɑhip	sahip	sɑhip	Stem	9253
bɑkɯmsɯz	bakımsız	bɑkɯm-sɯz	Stem-siz	54
tɑrihi	tarihi	tɑrih-i	Stem-p3s	5547
bilgisɑjɑr	bilgisayar	bilgisɑjɑr	Stem	5936
dɯʃɯndɑki	dışındaki	dɯʃɯ-n-dɑ-ki	Stem-p2s-loc-ki	1042
sorun	sorun	sorun	Stem	2234
stɑʒlɑrɯ	stajları	stɑʒ-lɑr-ɯ	Stem-pl-p3s	27
sɑn	san	sɑn	Stem	3766
jɑjɯndɑ	yayında	jɑjɯn-dɑ	Stem-loc	80
normɑl	normal	normɑl	Stem	2960
mɑdde	madde	mɑdde	Stem	16908
proʒei	projesi	proʒe-i	Stem-p3s	1823
tɑtil	tatil	tɑtil	Stem	769
olmɑɯ	olması	ol-mɑ-ɯ	Stem-vn:inf-p3s	8594
bytʧe	bütçe	bytʧe	Stem	1352
progrɑmɯ	programı	progrɑm-ɯ	Stem-p3s	3377
ve	ve	ve	Stem	410082
bir	bir	bir	Stem	249887
kez	kez	kez	Stem	4692
tesisi	tesisi	tesis-i	Stem-p3s	643
dɑhɑ	daha	dɑhɑ	Stem	45708
stili	stili	stil-i	Stem-p3s	52
ɑjrɯ	ayrı	ɑjrɯ	Stem	5321
ile	ile	ile	Stem	91917
vejɑ	veya	vejɑ	Stem	35728
prefɑbrik	prefabrik	prefɑbrik	Stem	94
gyndelik	gündelik	gyndelik	Stem	206
gørevlii	görevlisi	gørev-li-i	Stem-li-p3s	827
bir	bir	bir	Stem	249887
ɑllɑh	allah	ɑllɑh	Stem	953
ve	ve	ve	Stem	410082
zɑmɑn	zaman	zɑmɑn	Stem	15726
bir	bir	bir	Stem	249887
tɑʃɯmɑ	taşıma	tɑʃɯ-mɑ	Stem-vn:inf	781
ɑlʧɑk	alçak	ɑlʧɑk	Stem	258
kendi	kendi	kendi	Stem	12153
kem	kem	kem	Stem	27
ʃehir	şehir	ʃehir	Stem	1752
sɑjmɑn	sayman	sɑjmɑn	Stem	200
kɑdɑr	kadar	kɑdɑr	Stem	27434
mesut	mesut	mesut	Stem	313
ɑnɑjɑsɑ	anayasa	ɑnɑjɑsɑ	Stem	1020
bir	bir	bir	Stem	249887
ɑslɑn	aslan	ɑslɑn	Stem	404
kendimizi	kendimizi	kendi-miz-i	Stem-p1p-acc	404
milli	milli	milli	Stem	4718
ɑmɑ	ama	ɑmɑ	Stem	12070
bir	bir	bir	Stem	249887
burɑdɑn	buradan	burɑ-dɑn	Stem-abl	1238
tel	tel	tel	Stem	8775
zɑmɑn	zaman	zɑmɑn	Stem	15726
dyʃyk	düşük	dyʃyk	Stem	3041
iʧin	için	iʧin	Stem	87024
ʃirketi	şirketi	ʃirket-i	Stem-p3s	845
ʧynky	çünkü	ʧynky	Stem	6697
sɑhip	sahip	sɑhip	Stem	9253
bølymy	bölümü	bølym-y	Stem-p3s	3443
bin	bin	bin	Stem	3430
hizmetleri	hizmetleri	hizmet-ler-i	Stem-pl-p3s	3426
ʃekilde	şekilde	ʃekil-de	Stem-loc	12842
sɯnɯrsɯz	sınırsız	sɯnɯr-sɯz	Stem-siz	440
juvɑ	yuva	juvɑ	Stem	125
mydyr	müdür	mydyr	Stem	1519
ɑnd	and	ɑnd	Stem	549
tuʃɑ	tuşa	tuʃ-ɑ	Stem-dat	278
buun	bunun	bu-un	Stem-gen	9897
iliʃkii	ilişkiyi	iliʃki-i	Stem-acc	164
ɑnlɑmdɑ	anlamda	ɑnlɑm-dɑ	Stem-loc	1489
isim	isim	isim	Stem	990
olɑj	olay	olɑj	Stem	1619
sɯnɯflɑrdɑ	sınıflarda	sɯnɯf-lɑr-dɑ	Stem-pl-loc	141
teslim	teslim	teslim	Stem	2328
ɑdɑjlɑr	adaylar	ɑdɑj-lɑr	Stem-pl	602
iji	iyi	iji	Stem	12362
dɑhɑ	daha	dɑhɑ	Stem	45708
sɑtɯn	satın	sɑtɯn	Stem	1801
eserlerin	eserlerin	eser-ler-in	Stem-pl-gen	246
dɑ	da	dɑ	Stem	70573
iv	iv	iv	Stem	538
vɑr	var	vɑr	Stem	11381
ile	ile	ile	Stem	91917
ɑʧɯklɯk	açıklık	ɑʧɯk-lɯk	Stem-lik	279
bir	bir	bir	Stem	249887
size	size	siz-e	Stem-dat	3692
ylkeleri	ülkeleri	ylke-ler-i	Stem-pl-p3s	873
ʧerʧevede	çerçevede	ʧerʧeve-de	Stem-loc	635
deɰerlendirme	değerlendirmek	deɰerlendir-me	Stem-vn:inf	399
bu	bu	bu	Stem	182175
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
yʧ	üç	yʧ	Stem	8080
eleʃtiri	eleştiri	eleʃtiri	Stem	211
mejdɑnɯ	meydanı	mejdɑn-ɯ	Stem-p3s	125
jeterli	yeterli	jeterli	Stem	3639
sɑdeʤe	sadece	sɑdeʤe	Stem	10115
ɑteʃ	ateş	ɑteʃ	Stem	1140
ørnek	örnek	ørnek	Stem	3467
ve	ve	ve	Stem	410082
teʃkil	teşkil	teʃkil	Stem	1192
sɯklɯktɑ	sıklıkta	sɯk-lɯk-tɑ	Stem-lik-loc	85
meselɑ	mesela	meselɑ	Stem	806
rɑporlɑr	raporlar	rɑpor-lɑr	Stem-pl	540
bir	bir	bir	Stem	249887
proʒein	projenin	proʒe-in	Stem-gen	1147
birliklerin	birliklerin	birlik-ler-in	Stem-pl-gen	71
gyn	gün	gyn	Stem	11539
ben	ben	ben	Stem	6963
øzel	özel	øzel	Stem	13135
hekim	hekim	hekim	Stem	1266
biri	biri	bir-i	Stem-p3s	6025
stɑtyy	statüsü	stɑty-y	Stem-p3s	201
kod	kod	kod	Stem	757
bɑnkɑɯ	bankası	bɑnkɑ-ɯ	Stem-p3s	1730
kullɑnmɑɑ	kullanmaya	kullɑn-mɑ-ɑ	Stem-vn:inf-dat	412
o	o	o	Stem	21184
øzel	özel	øzel	Stem	13135
bɑʃkɑn	başkan	bɑʃkɑn	Stem	3596
itibɑren	itibaren	itibɑren	Stem	4208
deniz	deniz	deniz	Stem	3343
sɑptɑɑrɑk	saptayarak	sɑptɑ-ɑrɑk	Stem-cv:erek	33
tɑm	tam	tɑm	Stem	6718
firmɑlɑrɯɯn	firmalarının	firmɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	201
dɑɰɯ	dağı	dɑɰ-ɯ	Stem-p3s	228
devlet	devlet	devlet	Stem	7291
dɯʃ	dış	dɯʃ	Stem	4236
ve	ve	ve	Stem	410082
ʧɑlɯʃmɑɯn	çalışmanın	ʧɑlɯʃ-mɑ-ɯn	Stem-vn:inf-gen	668
sɑnɑt	sanat	sɑnɑt	Stem	2429
olɑn	olan	ol-ɑn	Stem-part:pres	42598
gɑzetelerin	gazetelerin	gɑzete-ler-in	Stem-pl-gen	115
jeri	yeri	jer-i	Stem-p3s	3048
ɑjnɯ	aynı	ɑjnɯ	Stem	14697
ʧøzym	çözüm	ʧøzym	Stem	2552
olɑn	olan	ol-ɑn	Stem-part:pres	42598
jer	yer	jer	Stem	14805
belirgin	belirgin	belirgin	Stem	937
kere	kere	kere	Stem	870
bu	bu	bu	Stem	182175
virys	virüs	virys	Stem	496
sodjum	sodyum	sodjum	Stem	382
mɑlzeme	malzeme	mɑlzeme	Stem	1812
ɑmɑʧlɯ	amaçlı	ɑmɑʧ-lɯ	Stem-li	1186
konulɑr	konular	konu-lɑr	Stem-pl	1169
syreʧte	süreçte	syreʧ-te	Stem-loc	371
besin	besin	besin	Stem	587
bojutlɑrɯ	boyutları	bojut-lɑr-ɯ	Stem-pl-acc	344
insɑnlɑrɯn	insanların	insɑn-lɑr-ɯn	Stem-pl-gen	2038
personel	personel	personel	Stem	2705
dɑ	da	dɑ	Stem	70573
ørnekler	örnekler	ørnek-ler	Stem-pl	775
