SF	Word	Segmentation	Analysis	Freq
vɑh	vah	vɑh	Stem	5
bebekleri	bebekleri	bebek-ler-i	Stem-pl-p3s	5
sene	sene	sene	Stem	5
ilɑʧ	ilaç	ilɑʧ	Stem	5
ɑnneiin	annesinin	ɑnne-i-in	Stem-p3s-gen	5
ɑblɑn	ablan	ɑblɑ-n	Stem-p2s	5
kɑlemin	kalemin	kɑlem-in	Stem-gen	5
doktor	doktor	doktor	Stem	5
dolu	dolu	dolu	Stem	5
mɑsɑ	masa	mɑsɑ	Stem	5
kuʃu	kuşu	kuʃ-u	Stem-p3s	5
tɑnk	tank	tɑnk	Stem	5
is	is	is	Stem	5
tejzen	teyzen	tejze-n	Stem-p2s	5
hɑh	hah	hɑh	Stem	5
trɑfik	trafik	trɑfik	Stem	5
evʤilik	evcilik	evʤilik	Stem	5
ɑmʤɑn	amcan	ɑmʤɑ-n	Stem-p2s	5
vɑpurɑ	vapura	vɑpur-ɑ	Stem-dat	5
bɑʤɑ	baca	bɑʤɑ	Stem	5
televizjondɑ	televizyonda	televizjon-dɑ	Stem-loc	5
erkek	erkek	erkek	Stem	5
elmde	elimde	el-m-de	Stem-p1s-loc	5
sɑbɑhlɑrɯ	sabahları	sɑbɑhlɑrɯ	Stem	5
sɑhiʤi	sahici	sɑhiʤi	Stem	5
jɑrɑmɑzlɯk	yaramazlık	jɑrɑmɑz-lɯk	Stem-lik	5
jɑvrum	yavrum	jɑvru-m	Stem-p1s	5
kɑhve	kahve	kɑhve	Stem	5
ʃeji	şeyi	ʃej-i	Stem-acc	5
kɑrgɑɯ	kargayı	kɑrgɑ-ɯ	Stem-acc	4
jɑʃɑ	yaşa	jɑʃ-ɑ	Stem-dat	4
yyry	üürü	yyry	Stem	4
diz	diz	diz	Stem	4
otobyse	otobüse	otobys-e	Stem-dat	4
mejvɑ	meyva	mejvɑ	Stem	4
turunʤu	turuncu	turunʤu	Stem	4
hɑmsi	hamsi	hɑmsi	Stem	4
ʧɯkɯnʤɑ	çıkınca	ʧɯk-ɯnʤɑ	Stem-cv:ince	4
ojunʤɑklɑrmɯ	oyuncaklarımı	ojunʤɑk-lɑr-m-ɯ	Stem-pl-p1s-acc	4
ojnɑmɑm	oynamam	ojnɑ-mɑ-m	Stem-vn:inf-p1s	4
kendim	kendim	kendi-m	Stem-p1s	4
tɑvlɑ	tavla	tɑvlɑ	Stem	4
perde	perde	perde	Stem	4
mini	mini	mini	Stem	4
oʒe	oje	oʒe	Stem	4
kɑhvɑltɯ	kahvaltı	kɑhvɑltɯ	Stem	4
topuz	topuz	topuz	Stem	4
penʤereden	pencereden	penʤere-den	Stem-abl	4
resimde	resimde	resim-de	Stem-loc	4
giderler	giderler	gider-ler	Stem-pl	4
mis	mis	mis	Stem	4
ɑʃkmɑ	aşkıma	ɑʃk-m-ɑ	Stem-p1s-dat	4
pekɑlɑ	pekala	pekɑlɑ	Stem	4
ujkuu	uykusu	ujku-u	Stem-p3s	4
sɑʧɯ	saçı	sɑʧɯ	Stem	4
bɑlonu	balonu	bɑlon-u	Stem-p3s	4
yzym	üzüm	yzym	Stem	4
sɑndɑlje	sandalye	sɑndɑlje	Stem	4
ɑmʤɑɑ	amcaya	ɑmʤɑ-ɑ	Stem-dat	4
pisi	pisi	pisi	Stem	4
kovboj	kovboy	kovboj	Stem	4
kɑpɑ	kapa	kɑp-ɑ	Stem-dat	4
kɑpɯɯn	kapının	kɑpɯ-ɯn	Stem-gen	4
ɑblɑɯn	ablanın	ɑblɑ-ɯn	Stem-gen	4
gyzelim	güzelim	gyzelim	Stem	4
hɑjvɑnɑt	hayvanat	hɑjvɑnɑt	Stem	4
nine	nine	nine	Stem	4
horoz	horoz	horoz	Stem	4
bɯrɑkmɑ	bırakma	bɯrɑk-mɑ	Stem-vn:inf	4
tɑktɯn	taktın	tɑkt-ɯn	Stem-gen	4
kɑjɑk	kayak	kɑjɑk	Stem	4
ɑferim	aferim	ɑferim	Stem	4
ijii	iyisi	iji-i	Stem-p3s	4
fenɑ	fena	fenɑ	Stem	4
ɑɰɑʧlɑr	ağaçlar	ɑɰɑʧ-lɑr	Stem-pl	4
kɑrgɑ	karga	kɑrgɑ	Stem	4
evden	evden	ev-den	Stem-abl	4
oh	oh	oh	Stem	4
ɑhɑ	aha	ɑh-ɑ	Stem-dat	4
elleme	elleme	elle-me	Stem-vn:inf	4
bebeklerin	bebeklerin	bebek-ler-in	Stem-pl-gen	4
plɑk	plak	plɑk	Stem	4
bɑhʧei	bahçesi	bɑhʧe-i	Stem-p3s	4
lɑmɑ	lama	lɑmɑ	Stem	4
kɑmjonu	kamyonu	kɑmjon-u	Stem-p3s	4
elmɑ	elma	elmɑ	Stem	4
uʧɑn	uçan	uʧ-ɑn	Stem-part:pres	4
televizjonun	televizyonun	televizjon-un	Stem-gen	4
ojnɑmɑ	oynama	ojnɑ-mɑ	Stem-vn:inf	4
lɑmbɑ	lamba	lɑmbɑ	Stem	4
pɑrkɑ	parka	pɑrkɑ	Stem	4
ve	ve	ve	Stem	4
ʧek	çek	ʧek	Stem	4
jɑɰmur	yağmur	jɑɰmur	Stem	4
ɑlɯp	alıp	ɑl-ɯp	Stem-cv:ip	4
sigɑrɑ	sigara	sigɑrɑ	Stem	4
gelen	gelen	gel-en	Stem-part:pres	4
bejɑz	beyaz	bejɑz	Stem	4
ɑrkɑdɑʃ	arkadaş	ɑrkɑdɑʃ	Stem	4
jɑn	yan	jɑn	Stem	4
gynlerde	günlerde	gyn-ler-de	Stem-pl-loc	4
tɑrɑftɑ	tarafta	tɑrɑf-tɑ	Stem-loc	4
ɑz	az	ɑz	Stem	4
silme	silme	sil-me	Stem-vn:inf	4
jumurtɑ	yumurta	jumurtɑ	Stem	4
iʧeri	içeri	iʧeri	Stem	4
sesi	sesi	ses-i	Stem-p3s	4
kimse	kimse	kimse	Stem	4
gynyn	günün	gyn-yn	Stem-gen	4
tɑhtɑ	tahta	tɑhtɑ	Stem	4
sekiz	sekiz	sekiz	Stem	4
isimleri	isimleri	isim-ler-i	Stem-pl-acc	4
soɰuk	soğuk	soɰuk	Stem	4
ɑʃɑɰɯdɑ	aşağıda	ɑʃɑɰɯ-dɑ	Stem-loc	4
jɑrɯn	yarın	jɑrɯn	Stem	4
jɑtɑk	yatak	jɑtɑk	Stem	4
gørynʤe	görünce	gør-ynʤe	Stem-cv:ince	4
eti	eti	et-i	Stem-p3s	4
sijɑh	siyah	sijɑh	Stem	4
orɑdɑn	oradan	orɑ-dɑn	Stem-abl	4
kum	kum	kum	Stem	4
doktorɑ	doktora	doktor-ɑ	Stem-dat	4
bej	bey	bej	Stem	4
ʤɑm	cam	ʤɑm	Stem	4
gørme	görmek	gør-me	Stem-vn:inf	4
pɑhɑlɯ	pahalı	pɑhɑ-lɯ	Stem-li	4
bøʤek	böcek	bøʤek	Stem	3
pɑntolon	pantolon	pɑntolon	Stem	3
ʤɑn	can	ʤɑn	Stem	3
jengen	yengen	jenge-n	Stem-p2s	3
kurbɑɰɑ	kurbağa	kurbɑɰɑ	Stem	3
ɑslɑnɯn	aslanın	ɑslɑn-ɯn	Stem-gen	3
noktɑ	nokta	noktɑ	Stem	3
ekmek	ekmek	ekmek	Stem	3
pijɑno	piyano	pijɑno	Stem	3
ɑrkɑdɑn	arkadan	ɑrkɑ-dɑn	Stem-abl	3
ɑnneɑnneni	anneanneni	ɑnneɑnne-n-i	Stem-p2s-acc	3
ʧirkin	çirkin	ʧirkin	Stem	3
trɑʃ	traş	trɑʃ	Stem	3
bɑsmɑ	basma	bɑs-mɑ	Stem-vn:inf	3
sinemɑɯ	sineması	sinemɑ-ɯ	Stem-p3s	3
ujkum	uykum	ujku-m	Stem-p1s	3
ejvɑh	eyvah	ejvɑh	Stem	3
ɯsɯrmɑ	ısırma	ɯsɯr-mɑ	Stem-vn:inf	3
gøzlyk	gözlük	gøzlyk	Stem	3
jɑvru	yavru	jɑvru	Stem	3
sɑklɑmbɑʧ	saklambaç	sɑklɑmbɑʧ	Stem	3
bom	bom	bom	Stem	3
ɑlmɑ	alma	ɑl-mɑ	Stem-vn:inf	3
tuz	tuz	tuz	Stem	3
kɑpɯlɑrɯ	kapıları	kɑpɯ-lɑr-ɯ	Stem-pl-p3s	3
gørmeeli	görmeyeli	gør-me-e-li	Stem-neg-cv:ye-li	3
ʤerjɑn	ceryan	ʤerjɑn	Stem	3
ʤeviz	ceviz	ʤeviz	Stem	3
berbere	berbere	berber-e	Stem-dat	3
joldɑ	yolda	jol-dɑ	Stem-loc	3
merdiven	merdiven	merdiven	Stem	3
hɑvlɑr	havlar	hɑv-lɑr	Stem-pl	3
bindin	bindin	bindi-n	Stem-p2s	3
benden	benden	bende-n	Stem-p2s	3
kɯzɑ	kıza	kɯz-ɑ	Stem-dat	3
toplɑr	toplar	top-lɑr	Stem-pl	3
ʃɑpkɑɯ	şapkası	ʃɑpkɑ-ɯ	Stem-p3s	3
ʧizelim	çizelim	ʧiz-e-li-m	Stem-cv:ye-li-p1s	3
jerm	yerim	jer-m	Stem-p1s	3
sojɑdɯn	soyadın	sojɑd-ɯn	Stem-gen	3
sokɑk	sokak	sokɑk	Stem	3
kɑptɑnɯ	kaptanı	kɑptɑn-ɯ	Stem-p3s	3
kyʧyʤyk	küçücük	kyʧyʤyk	Stem	3
kɑzɑ	kaza	kɑzɑ	Stem	3
ryjɑ	rüya	ryjɑ	Stem	3
kɑrmɑkɑrɯʃɯk	karmakarışık	kɑrmɑkɑrɯʃɯk	Stem	3
sɑɑtin	saatin	sɑɑt-in	Stem-gen	3
sɑklɑɑlɯm	saklayalım	sɑk-lɑ-ɑ-lɯ-m	Stem-la-cv:ye-li-p1s	3
kɯrmɯzɯɯ	kırmızıyı	kɯrmɯzɯ-ɯ	Stem-acc	3
pɑntolonu	pantolonu	pɑntolon-u	Stem-p3s	3
gez	gez	gez	Stem	3
dykkɑndɑ	dükkanda	dykkɑn-dɑ	Stem-loc	3
øɰretmenm	öğretmenim	øɰretmen-m	Stem-p1s	3
biletʧi	biletçi	bilet-ʧi	Stem-ci	3
portɑkɑl	portakal	portɑkɑl	Stem	3
vɑpuru	vapuru	vɑpur-u	Stem-p3s	3
pɯr	pır	pɯr	Stem	3
tɑbɑnʤɑɯ	tabancası	tɑbɑnʤɑ-ɯ	Stem-p3s	3
olmɑɯnʤɑ	olmayınca	ol-mɑ-ɯnʤɑ	Stem-neg-cv:ince	3
ʧɑntɑ	çanta	ʧɑntɑ	Stem	3
elbisen	elbisen	elbise-n	Stem-p2s	3
kɑfɑnɑ	kafana	kɑfɑ-n-ɑ	Stem-p2s-dat	3
iʃɑret	işaret	iʃɑret	Stem	3
kɑmerɑɯ	kamerayı	kɑmerɑ-ɯ	Stem-acc	3
jɑnjɑnɑ	yanyana	jɑnjɑnɑ	Stem	3
bɑjrɑm	bayram	bɑjrɑm	Stem	3
mor	mor	mor	Stem	3
dokuz	dokuz	dokuz	Stem	3
dɑktilodɑ	daktiloda	dɑktilo-dɑ	Stem-loc	3
kɯzɯ	kızı	kɯz-ɯ	Stem-p3s	3
tejzei	teyzeyi	tejze-i	Stem-acc	3
silindiri	silindiri	silindir-i	Stem-p3s	3
ʧɑntɑɯ	çantayı	ʧɑntɑ-ɯ	Stem-acc	3
kolonjɑ	kolonya	kolonjɑ	Stem	3
iʃleri	işleri	iʃ-ler-i	Stem-pl-p3s	3
misketleri	misketleri	misket-ler-i	Stem-pl-p3s	3
kɑrgɑɯn	karganın	kɑrgɑ-ɯn	Stem-gen	3
tɑmire	tamire	tɑmir-e	Stem-dat	3
ʃøfør	şöför	ʃøfør	Stem	3
nene	nene	nene	Stem	3
ʃurup	şurup	ʃurup	Stem	3
sɑhiden	sahiden	sɑhiden	Stem	3
bɑlɯklɑrɯn	balıkların	bɑlɯk-lɑr-ɯn	Stem-pl-gen	3
heh	heh	heh	Stem	3
mektup	mektup	mektup	Stem	3
pɑrɑn	paran	pɑrɑ-n	Stem-p2s	3
kɑrɑ	kara	kɑrɑ	Stem	3
piʒɑmɑ	pijama	piʒɑmɑ	Stem	3
otobysyn	otobüsün	otobys-yn	Stem-gen	3
jyzme	yüzüme	jyz-m-e	Stem-p1s-dat	3
ɑrɑbɑɯ	arabası	ɑrɑbɑ-ɯ	Stem-p3s	3
film	film	film	Stem	3
ʧiftlik	çiftlik	ʧiftlik	Stem	3
sɑpɯ	sapı	sɑp-ɯ	Stem-p3s	3
mɑrtɯ	martı	mɑrtɯ	Stem	3
ɑblɑɑ	ablaya	ɑblɑ-ɑ	Stem-dat	3
ɑsɯlɯ	asılı	ɑsɯ-lɯ	Stem-li	3
ɑɰlɑr	ağlar	ɑɰ-lɑr	Stem-pl	3
biʧim	biçim	biʧim	Stem	3
konuʃmɑ	konuşma	konuʃ-mɑ	Stem-vn:inf	3
temiz	temiz	temiz	Stem	3
elin	elin	el-in	Stem-gen	3
oo	oo	oo	Stem	3
sɑʧlɑrmɯ	saçlarımı	sɑʧ-lɑr-m-ɯ	Stem-pl-p1s-acc	3
ʧizme	çizme	ʧiz-me	Stem-vn:inf	3
hɑlɯ	halı	hɑlɯ	Stem	3
kɑlɯp	kalıp	kɑlɯp	Stem	3
kɑz	kaz	kɑz	Stem	3
sytsyz	sütsüz	syt-syz	Stem-siz	3
dikkɑtli	dikkatli	dikkɑt-li	Stem-li	3
tɯrnɑk	tırnak	tɯrnɑk	Stem	3
kovɑn	kovan	kov-ɑn	Stem-part:pres	3
mɑmɑɯ	maması	mɑmɑ-ɯ	Stem-p3s	3
direksijon	direksiyon	direksijon	Stem	3
tɑbɑnʤɑɯn	tabancanın	tɑbɑnʤɑ-ɯn	Stem-gen	3
gemide	gemide	gemi-de	Stem-loc	3
bojɑɑlɯm	boyayalım	bojɑ-ɑ-lɯ-m	Stem-cv:ye-li-p1s	3
oturɑlɯm	oturalım	otur-ɑ-lɯ-m	Stem-cv:ye-li-p1s	3
hɑvuzɑ	havuza	hɑvuz-ɑ	Stem-dat	3
bisiklet	bisiklet	bisiklet	Stem	3
okulu	okulu	okul-u	Stem-p3s	3
kɑptɑn	kaptan	kɑptɑn	Stem	3
ʤins	cins	ʤins	Stem	3
ʃeje	şeye	ʃej-e	Stem-dat	3
gørmee	görmeye	gør-me-e	Stem-vn:inf-dat	3
dyryst	dürüst	dyryst	Stem	3
deɰiʃik	değişik	deɰiʃik	Stem	3
bin	bin	bin	Stem	3
ormɑndɑ	ormanda	ormɑn-dɑ	Stem-loc	3
hɑjvɑnɯ	hayvanı	hɑjvɑn-ɯ	Stem-p3s	3
bɑl	bal	bɑl	Stem	3
ʧɑmɑʃɯr	çamaşır	ʧɑmɑʃɯr	Stem	3
kedilerden	kedilerden	kedi-ler-den	Stem-pl-abl	3
jɑzɯn	yazın	jɑzɯn	Stem	3
hɑstɑ	hasta	hɑstɑ	Stem	3
pejnir	peynir	pejnir	Stem	3
pilɑv	pilav	pilɑv	Stem	3
kɑʃɯ	kaşı	kɑʃ-ɯ	Stem-p3s	3
kitɑplɑrɯn	kitapların	kitɑp-lɑr-ɯn	Stem-pl-gen	3
jɑzɑlɯm	yazalım	jɑz-ɑ-lɯ-m	Stem-cv:ye-li-p1s	3
herkes	herkes	herkes	Stem	3
kolɑj	kolay	kolɑj	Stem	3
bɑbɑm	babam	bɑbɑ-m	Stem-p1s	3
syty	sütü	syt-y	Stem-p3s	3
bɑvul	bavul	bɑvul	Stem	3
kedilere	kedilere	kedi-ler-e	Stem-pl-dat	3
finʤɑn	fincan	finʤɑn	Stem	3
sɯnɯftɑ	sınıfta	sɯnɯf-tɑ	Stem-loc	3
bɑʤɑklɑrɯ	bacakları	bɑʤɑk-lɑr-ɯ	Stem-pl-p3s	3
ɑɰlɑmɑ	ağlama	ɑɰlɑ-mɑ	Stem-vn:inf	3
bytyn	bütün	bytyn	Stem	3
bozuk	bozuk	bozuk	Stem	3
topɑl	topal	topɑl	Stem	3
jɑɑ	yaa	jɑɑ	Stem	3
resimler	resimler	resim-ler	Stem-pl	3
kutuu	kutusu	kutu-u	Stem-p3s	3
kɯlɯʧ	kılıç	kɯlɯʧ	Stem	3
gɑzetei	gazetesi	gɑzete-i	Stem-p3s	3
tɑm	tam	tɑm	Stem	3
geri	geri	geri	Stem	3
jukɑrɯ	yukarı	jukɑrɯ	Stem	3
bɯrɑkɑlɯm	bırakalım	bɯrɑk-ɑ-lɯ-m	Stem-cv:ye-li-p1s	3
ɑɰɯr	ağır	ɑɰɯr	Stem	3
tepsie	tepsiye	tepsi-e	Stem-dat	3
fɯstɯk	fıstık	fɯstɯk	Stem	3
geʤelejin	geceleyin	geʤelejin	Stem	3
bɑhʧee	bahçeye	bɑhʧe-e	Stem-dat	3
syrme	sürme	syr-me	Stem-vn:inf	3
sokmɑ	sokma	sok-mɑ	Stem-vn:inf	3
dydyk	düdük	dydyk	Stem	3
ɑslɑn	aslan	ɑslɑn	Stem	3
isim	isim	isim	Stem	2
tɑblɑɯ	tablayı	tɑblɑ-ɯ	Stem-acc	2
eksik	eksik	eksik	Stem	2
ɑteʃ	ateş	ɑteʃ	Stem	2
sigɑrɑmɯ	sigaramı	sigɑrɑ-m-ɯ	Stem-p1s-acc	2
rɑdjo	radyo	rɑdjo	Stem	2
biskyvi	bisküvi	biskyvi	Stem	2
ʧɑn	çan	ʧɑn	Stem	2
gøzyyn	gözünün	gøz-y-yn	Stem-p3s-gen	2
gørelim	görelim	gør-e-li-m	Stem-cv:ye-li-p1s	2
tɑrɑftɑn	taraftan	tɑrɑf-tɑn	Stem-abl	2
hɑm	ham	hɑm	Stem	2
dɑirede	dairede	dɑire-de	Stem-loc	2
ikii	ikisi	iki-i	Stem-p3s	2
ʧɯn	çın	ʧɯn	Stem	2
uf	uf	uf	Stem	2
sɑlɯnʤɑklɑr	salıncaklar	sɑlɯnʤɑk-lɑr	Stem-pl	2
sinemɑɯn	sinemanın	sinemɑ-ɯn	Stem-gen	2
ʧɑrʃɯɑ	çarşıya	ʧɑrʃɯ-ɑ	Stem-dat	2
hiʧkimse	hiçkimse	hiʧkimse	Stem	2
ineklerden	ineklerden	inek-ler-den	Stem-pl-abl	2
zɑmɑnlɑrdɑ	zamanlarda	zɑmɑn-lɑr-dɑ	Stem-pl-loc	2
penʤere	pencere	penʤere	Stem	2
bɑnjou	banyosu	bɑnjo-u	Stem-p3s	2
diʃlerin	dişlerin	diʃ-ler-in	Stem-pl-gen	2
dymdyz	dümdüz	dymdyz	Stem	2
ʃiʃirme	şişirme	ʃiʃir-me	Stem-vn:inf	2
tɑhtɑɯn	tahtanın	tɑhtɑ-ɯn	Stem-gen	2
burɑlɑrɯ	buraları	burɑ-lɑr-ɯ	Stem-pl-acc	2
jemekte	yemekte	jemek-te	Stem-loc	2
helikopter	helikopter	helikopter	Stem	2
ʃøføry	şöförü	ʃøfør-y	Stem-p3s	2
kɑfɑn	kafan	kɑfɑ-n	Stem-p2s	2
mm	mm	mm	Stem	2
bostɑnɑ	bostana	bostɑn-ɑ	Stem-dat	2
dɑnɑlɑr	danalar	dɑnɑ-lɑr	Stem-pl	2
dɑnɑ	dana	dɑnɑ	Stem	2
ʧøpe	çöpe	ʧøp-e	Stem-dat	2
sɑlɯnʤɑklɑrɑ	salıncaklara	sɑlɯnʤɑk-lɑr-ɑ	Stem-pl-dat	2
duvɑrdɑ	duvarda	duvɑr-dɑ	Stem-loc	2
tɑbɑk	tabak	tɑbɑk	Stem	2
eskiden	eskiden	eskiden	Stem	2
ʧoʤuklɑrɑ	çocuklara	ʧoʤuk-lɑr-ɑ	Stem-pl-dat	2
kimlere	kimlere	kim-ler-e	Stem-pl-dat	2
mɑkɑrɑ	makara	mɑkɑrɑ	Stem	2
øɰretmene	öğretmene	øɰretmen-e	Stem-dat	2
ɑblɑɯ	ablayı	ɑblɑ-ɯ	Stem-acc	2
jerlere	yerlere	jer-ler-e	Stem-pl-dat	2
elim	elim	elim	Stem	2
meeh	meeh	meeh	Stem	2
mekik	mekik	mekik	Stem	2
geleʤekler	gelecekler	geleʤek-ler	Stem-pl	2
otobysler	otobüsler	otobys-ler	Stem-pl	2
muz	muz	muz	Stem	2
ʤɑnlɯ	canlı	ʤɑnlɯ	Stem	2
evnizi	evinizi	ev-niz-i	Stem-p2p-acc	2
ʧɯktɯktɑn	çıktıktan	ʧɯk-tɯk-tɑn	Stem-vn:past-abl	2
ytyleri	ütüleri	yty-ler-i	Stem-pl-p3s	2
ʃɑrkɯɯ	şarkısı	ʃɑrkɯ-ɯ	Stem-p3s	2
brɑvo	bravo	brɑvo	Stem	2
ujkumuzu	uykumuzu	ujku-muz-u	Stem-p1p-acc	2
ɑrkɑ	arka	ɑrkɑ	Stem	2
ʧiftetelli	çiftetelli	ʧiftetelli	Stem	2
jɑɰ	yağ	jɑɰ	Stem	2
kovbojɑ	kovboya	kovboj-ɑ	Stem-dat	2
ɑnɑhtɑr	anahtar	ɑnɑhtɑr	Stem	2
sokɑklɑrɑ	sokaklara	sokɑk-lɑr-ɑ	Stem-pl-dat	2
sypyrge	süpürge	sypyrge	Stem	2
jemeklik	yemeklik	jemek-lik	Stem-lik	2
limonɑtɑ	limonata	limonɑtɑ	Stem	2
mɑmɑɯ	mamayı	mɑmɑ-ɯ	Stem-acc	2
elmi	elimi	el-m-i	Stem-p1s-acc	2
okuɑlɯm	okuyalım	oku-ɑ-lɯ-m	Stem-cv:ye-li-p1s	2
kɑldɯrɯp	kaldırıp	kɑldɯr-ɯp	Stem-cv:ip	2
gɑrɑʒ	garaj	gɑrɑʒ	Stem	2
jɑtɑktɑ	yatakta	jɑtɑk-tɑ	Stem-loc	2
orɑɯ	orayı	orɑ-ɯ	Stem-acc	2
evnizde	evinizde	ev-niz-de	Stem-p2p-loc	2
tekerlekleri	tekerlekleri	tekerlek-ler-i	Stem-pl-p3s	2
iʃler	işler	iʃ-ler	Stem-pl	2
deme	deme	de-me	Stem-vn:inf	2
pili	pili	pili	Stem	2
silgii	silgisi	silgi-i	Stem-p3s	2
bɑʃɯ	başı	bɑʃ-ɯ	Stem-p3s	2
kømyr	kömür	kømyr	Stem	2
rɑp	rap	rɑp	Stem	2
tejzeler	teyzeler	tejze-ler	Stem-pl	2
ibik	ibik	ibik	Stem	2
bɑttɑnijei	battaniyeyi	bɑttɑnije-i	Stem-acc	2
tɑkmɑ	takmak	tɑk-mɑ	Stem-vn:inf	2
birʃeje	birşeye	birʃej-e	Stem-dat	2
sɑʧmɑ	saçıma	sɑʧ-m-ɑ	Stem-p1s-dat	2
deneelim	deneyelim	dene-e-li-m	Stem-cv:ye-li-p1s	2
bɑvullɑr	bavullar	bɑvul-lɑr	Stem-pl	2
ʧekiʧ	çekiç	ʧekiʧ	Stem	2
ʧɑntɑnɑ	çantana	ʧɑntɑ-n-ɑ	Stem-p2s-dat	2
terlik	terlik	terlik	Stem	2
sɑnɑdɑ	sanada	sɑn-ɑ-dɑ	Stem-cv:ye-loc	2
jɑtsɯn	yatsın	jɑtsɯ-n	Stem-p2s	2
merɑk	merak	merɑk	Stem	2
hɑlbuki	halbuki	hɑlbuki	Stem	2
sepet	sepet	sepet	Stem	2
feneri	feneri	fener-i	Stem-p3s	2
kɑfɑɯ	kafayı	kɑfɑ-ɯ	Stem-acc	2
fɯʃ	fış	fɯʃ	Stem	2
zɑvɑllɯ	zavallı	zɑvɑllɯ	Stem	2
he	he	he	Stem	2
pekiji	pekiyi	pekiji	Stem	2
kɑlkmɑ	kalkma	kɑlk-mɑ	Stem-vn:inf	2
kuvvetin	kuvvetin	kuvvet-in	Stem-gen	2
vɑpurlɑr	vapurlar	vɑpur-lɑr	Stem-pl	2
sek	sek	sek	Stem	2
ojnɑmɑn	oynaman	ojnɑ-mɑ-n	Stem-vn:inf-p2s	2
kɑdɑrdɑ	kadarda	kɑdɑr-dɑ	Stem-loc	2
kɑfɑnɯ	kafanı	kɑfɑ-n-ɯ	Stem-p2s-acc	2
ilkin	ilkin	ilkin	Stem	2
ɑɰbii	ağbisi	ɑɰbi-i	Stem-p3s	2
jɑpɯʃkɑn	yapışkan	jɑpɯʃkɑn	Stem	2
simitsiz	simitsiz	simit-siz	Stem-siz	2
ɑmʤɑlɑr	amcalar	ɑmʤɑ-lɑr	Stem-pl	2
ɑntikɑ	antika	ɑntikɑ	Stem	2
dyz	düz	dyz	Stem	2
silelim	silelim	sil-e-li-m	Stem-cv:ye-li-p1s	2
gejik	geyik	gejik	Stem	2
kɑrʃɯdɑ	karşıda	kɑrʃɯ-dɑ	Stem-loc	2
elme	elime	el-m-e	Stem-p1s-dat	2
tɑnkɯ	tankı	tɑnk-ɯ	Stem-p3s	2
dønmem	dönmem	dønme-m	Stem-p1s	2
televizjonu	televizyonu	televizjon-u	Stem-p3s	2
bɑlkonɑ	balkona	bɑlkon-ɑ	Stem-dat	2
ystelik	üstelik	ystelik	Stem	2
dolmuʃɑ	dolmuşa	dolmuʃ-ɑ	Stem-dat	2
kendin	kendin	kendi-n	Stem-p2s	2
diɰeri	diğeri	diɰer-i	Stem-p3s	2
tutɑr	tutar	tutɑr	Stem	2
dedei	dedeyi	dede-i	Stem-acc	2
ɑnneɑnnein	anneannenin	ɑnneɑnne-in	Stem-gen	2
ɑblɑɯɯn	ablasının	ɑblɑ-ɯ-ɯn	Stem-p3s-gen	2
ilginʧ	ilginç	ilginʧ	Stem	2
ojnɑmɑɯ	oynamayı	ojnɑ-mɑ-ɯ	Stem-vn:inf-acc	2
etli	etli	et-li	Stem-li	2
jɑɰɯnʤɑ	yağınca	jɑɰ-ɯnʤɑ	Stem-cv:ince	2
jɯldɯz	yıldız	jɯldɯz	Stem	2
ijimi	iyimi	iji-m-i	Stem-p1s-acc	2
bɑʃnɯzɑ	başınıza	bɑʃ-nɯz-ɑ	Stem-p2p-dat	2
tilki	tilki	tilki	Stem	2
lɑmbɑɯ	lambası	lɑmbɑ-ɯ	Stem-p3s	2
dɑiree	daireye	dɑire-e	Stem-dat	2
dɑdɯn	dadın	dɑdɯ-n	Stem-p2s	2
trɑktøry	traktörü	trɑktør-y	Stem-acc	2
kojunʤɑ	koyunca	koj-unʤɑ	Stem-cv:ince	2
pirzolɑ	pirzola	pirzolɑ	Stem	2
ʃɑpkɑlɯ	şapkalı	ʃɑpkɑ-lɯ	Stem-li	2
insɑnɯ	insanı	insɑn-ɯ	Stem-p3s	2
bɑbɑɑnnee	babaanneye	bɑbɑɑnne-e	Stem-dat	2
rɑhɑt	rahat	rɑhɑt	Stem	2
elbisei	elbisesi	elbise-i	Stem-p3s	2
gɑzetei	gazeteyi	gɑzete-i	Stem-acc	2
ɑjol	ayol	ɑjol	Stem	2
tɑnei	tanesi	tɑne-i	Stem-p3s	2
mɑjmunɑ	maymuna	mɑjmun-ɑ	Stem-dat	2
ɑrkɑndɑ	arkanda	ɑrkɑ-n-dɑ	Stem-p2s-loc	2
otomobil	otomobil	otomobil	Stem	2
kɑʧnʤɯ	kaçıncı	kɑʧ-nʤɯ	Stem-ord	2
mɑsɑdɑ	masada	mɑsɑ-dɑ	Stem-loc	2
diʃleri	dişleri	diʃ-ler-i	Stem-pl-p3s	2
jedikten	yedikten	je-dik-ten	Stem-vn:past-abl	2
øɰlenlejin	öğlenleyin	øɰlenlejin	Stem	2
vɑllɑ	valla	vɑllɑ	Stem	2
kordon	kordon	kordon	Stem	2
ɑltɯn	altın	ɑltɯn	Stem	2
bɑʃtɑn	baştan	bɑʃ-tɑn	Stem-abl	2
bɑʃkɑɯ	başkası	bɑʃkɑ-ɯ	Stem-p3s	2
sesler	sesler	ses-ler	Stem-pl	2
felɑket	felaket	felɑket	Stem	2
burɑɯ	burayı	burɑ-ɯ	Stem-acc	2
on	on	on	Stem	2
benzer	benzer	benzer	Stem	2
