Word,Frequency
biryerlere,2
eski,4
evimize,3
karşida,1
birazcıkta,1
yakında,2
biim,1
gelmedik,1
başkalarının,1
arabasıyla,1
geldik,4
açılmışmı,1
buralarını,2
açarlar,5
diledim,2
hikayede,1
kardeşini,2
as,2
denbizlerde,1
yüzerler,10
içerim,12
akşam,40
Ender,4
kolunu,3
yıkandıktan,1
biliyormusun,15
ütüyü,6
sabah,13
işine,3
yıkanıyor,2
soyunuyor,1
sütçü,1
köşeyi,1
döndü,3
taraf,4
sesle,3
doldu,1
uykunun,1
tadı,1
okul,4
yaklaştı,2
büyüyünce,7
oynuyorum,39
evler,4
oyuncaklarımlan,1
bozuyorum,1
topluyorum,2
ablamlan,3
oyuncaklarlan,2
den,1
bayram,4
elbisem,1
Nonoşlar,2
Tulay,1
teyzemler,1
Ataman,1
amcalar,5
konuşuyorlar,6
oynuyorlar,27
yapsana,5
konuşsun,1
seyrediyorum,4
pilli,4
bebekten,2
kıvırcık,5
filim,5
gösteriyorlar,2
bitiyor,2
bebekler,4
başlı,1
alıyor,14
peynirin,1
açıyorlar,2
ekmek,5
odada,4
yatıyoruz,8
yokmuş,22
evvel,8
kalbur,6
saman,6
tintin,2
kuzuyla,1
demişki,1
kimseye,1
açmayın,1
yavrularım,4
açın,2
açmamışlar,1
açmamış,2
açmış,7
açmıslar,1
baktılar,1
kardeşin,2
anneciğim,3
kuyu,7
kazmış,2
yatmış,5
örtü,1
örtmüş,1
yemeği,10
pişirmiş,2
uyuyormu,1
kediye,9
tı,2
züraf,1
yerken,5
kuyunun,1
kemiciklerim,1
dermisin,1
yermisin,1
boyun,2
boyumdan,1
ma,1
lazımlığına,1
gözüm,4
kayıyor,2
gözlük,2
takıyorum,3
bööle,1
bakınca,1
alıcam,5
Nuran,3
Nurhan,2
teyzeminde,1
dana,3
televizyondan,2
anladım,2
geçsin,1
yandırıyor,1
küt,3
topluiğneyle,1
alarım,2
vererim,1
çöp,7
et,20
çiğ,1
pişmiş,1
seviyorlar,2
pişiririm,5
taa,7
ucundan,3
tutarım,5
sahanda,1
tereyağ,1
koyarım,6
sucuğu,1
milangazı,1
yakarım,1
durar,5
tava,1
yağı,1
yanan,1
pişer,2
tuttummu,1
gitsin,6
rahatça,1
oynayalım,11
demi,4
yukarıdaki,1
babası,11
gelmedi,7
Faruk,3
hıhı,1
dövmüyor,2
dövüyor,12
Mukanı,1
banyoyu,1
karıştırıyoruz,1
suyunu,1
döküyo,1
ayağının,1
koluna,1
şuralarımı,1
vuruyor,14
şuralarına,1
buralarına,1
elinle,2
değneği,2
getiriyor,13
do,1
yıkama,1
Nihanı,1
alayımmı,5
alayım,3
hoplayacam,1
şoyle,2
hoplıycam,1
hımm,2
Akdenize,1
seni,22
götürüyümmü,1
orıya,2
kazaklarımızı,1
giy,1
soyunucaz,1
çiicez,1
aşşağıya,2
buluyum,2
bineceğim,1
Kızılaya,1
götürürüm,2
bekler,2
oturur,8
şarap,2
çorbası,2
şa,1
içirmiyelim,1
içirelim,1
şunlar,7
kuruyadursun,1
basarmi,1
otobüsler,2
çarpmasın,1
düşmüyorum,3
götürünce,1
koşa,4
sok,4
yetişmesin,1
babamdan,1
önce,6
hiçkimseyle,2
ağzına,7
kıvrılıyor,1
sokalım,1
şunun,5
kafasını,3
edelim,1
dursunmu,1
çantalarla,1
sek,2
kapkara,1
pencereden,11
pantalon,2
pantalonu,4
kirli,5
değilmi,28
yı,1
yıkamış,3
pantalonum,1
çamur,3
yıkadı,5
çamuru,1
hıı,7
onunki,2
buraları,2
çıkmamış,1
kirletmiş,1
kızın,1
abisi,2
bilmiyorumki,18
abisinin,1
yakalar,3
evlerine,10
götürür,3
bakıyım,6
der,16
havhavlar,1
tutarsan,1
saçına,1
değersen,2
kuyruğuna,1
ısırir,1
dedi,15
kuyruğuma,1
dokunuyorsunuz,1
Nihan,2
yanımda,1
yatıyorum,14
yataklar,1
misafir,2
kanepede,1
yatmıyor,3
kalkıyoruz,5
Hatice,3
halam,13
küçücük,6
me,2
yürümüyor,3
otobüse,7
binebilir,2
kaşığa,1
dedem,9
yokki,2
Boğazlıyanda,2
giderim,17
trenle,1
ooo,2
babaannemin,1
kolu,4
ağrıyormuş,2
dökmüşler,1
hemencecik,3
ölmüş,8
konuşamıyor,2
üük,1
diyor,31
durmadan,3
hırlıyor,2
khır,2
yatakta,2
yatıyordu,1
döktüler,1
öldü,4
ölerken,1
görmedi,1
evdeydi,1
söyledi,5
akıllı,1
abi,5
tutmazsa,1
sokar,1
birazcık,4
kısaltalımda,1
ölmesin,1
acınıyor,1
saçlardanda,1
bıktım,5
kestireceğiz,1
berberde,1
şuna,8
evlerinin,1
haline,2
bakıyorlar,2
şeyle,9
şeyin,5
bastın,1
başladı,2
çalıştırdınki,1
Zelihayla,1
Zeliha,2
suratıma,1
kazanmadan,1
evimden,1
yapmıyorum,7
yapmıyorumki,1
terbiyesiz,5
babasını,2
dedesi,1
evini,1
kapatalım,3
kapattım,3
Nihanın,1
emiyor,1
paspası,1
çekme,1
karaladınki,1
öğretmenin,6
döverse,1
döversin,1
koymada,1
korkar,1
bebeklerim,1
arabam,10
neyim,1
vatr,1
hımmmm,1
tavuğum,2
hiçbirşeyim,1
getirmemiştin,1
bizimkiyle,1
oynuyordun,1
çocu,1
oğlanı,4
itiyor,10
anneyi,8
siz,17
biliyormusunuz,2
çocuğa,3
çarptı,16
adama,2
kuzuya,2
köpeğe,5
itti,8
göstermiyorsun,1
tabağa,4
kaza,7
konuşuyorlarmı,1
kadını,2
konuşmuyordum,1
konuşuyordum,1
odamda,2
ağlıyordum,1
yoğurt,1
çocuklarım,1
evleri,3
düşerler,2
alıyorlar,8
söylüyorlar,2
annelerini,2
üzerler,2
ablamla,4
Samsunda,1
babaannemlerde,1
kalacağım,1
annemmi,1
dolaşıyor,1
bırakıpta,1
götürecek,6
Samsuna,1
yatmıyorlar,1
kırılır,4
yabancılar,1
dinleniyorlar,1
gidiyorlar,21
Ahmet,1
dayım,8
halamlar,2
gelmiyor,27
Atacan,2
Atasel,2
delilik,1
yapmasana,1
diyorum,28
sözümü,1
dinlemiyor,1
amcamlar,1
demin,1
geziyor,8
okuyorlar,1
işini,2
giyiniyor,3
tozları,2
alıyorum,20
elbezi,1
veriyor,9
oraları,4
siliyorum,3
oturunca,1
gider,31
kalktım,3
içtim,5
yüzümü,1
yıkadım,2
ettim,2
dinleyelim,6
çekiyor,7
oturmayacam,1
söylemezler,1
söylemez,1
hiçkimse,2
kirılmadı,1
düşürürse,1
bardağın,4
doktor,11
kalksana,2
lambaları,2
yaksana,2
atam,3
elden,2
çaresine,2
baksana,9
kavaklar,1
dökülüyor,3
atama,1
doymadım,1
doysun,2
kara,4
topraklar,1
müze,1
müzeye,1
bakar,1
atamın,1
başucunda,1
çelenk,1
Algül,1
öğretti,2
ablamlar,1
kaşıklar,1
erik,1
yiyorlar,11
yatırıyorlar,1
herkes,3
evimizde,4
gelincede,1
gitmiyecem,1
sesimi,5
yaparsın,4
ağlamazki,1
attılar,3
atmazki,1
yalan,9
söylüyor,5
söylemek,1
ayıp,5
dedeler,1
çıkartalımmı,1
çıkartmıyalım,1
çikartınca,1
olmuyor,3
atıyorsun,1
yapıştımı,3
yapıştı,1
öbürki,1
açınca,2
kabuk,3
yiyecek,10
açalım,2
bitincemi,1
açılmaz,3
olacam,3
açıcam,1
koyunca,1
oynuyordumya,1
teybi,1
kedidir,1
dövüşür,1
unuttum,18
tırmalamaz,4
kaşı,6
kaşınıyor,1
iyice,1
kendim,7
öğretiyorum,1
kendime,5
çorabı,1
ayakkabısı,1
kanatmış,1
kıskanıyormuş,1
ayağım,4
vurmuşlar,1
tırmalamış,1
atınca,2
tavşana,2
bakın,7
cadı,5
ısırırmı,2
insanı,9
geliyormu,1
onbu,1
kovarım,2
sakız,3
rüyamda,1
sakızın,2
şişmiyormuş,2
gitmedim,4
gitmek,3
senle,2
kaybettim,8
saklayımda,1
görün,1
bulurum,3
bulacağım,1
vereceğim,3
Saadetindi,1
fare,1
kuyruğunu,6
kurşun,3
asker,3
düsmüş,1
yırtılmış,4
yapmam,5
Aylini,1
ota,1
yiyer,4
içicem,2
yapacağım,7
aydede,3
yazıcağım,1
yazacağım,1
oynama,1
oynıyacağım,3
bırakmam,1
Finikeye,1
babacığım,2
ikide,2
süpürüyorum,5
süpürge,2
çalsın,2
kutunun,6
yapıcam,11
0alıcam,1
açsın,1
gitme,3
göster,3
madem,1
kapağını,2
yastıkta,1
sepet,5
Işıklan,1
dediki,1
getirmiyeceğim,1
Elif,9
olucak,4
olmiyacak,1
olmıyacak,1
sadece,2
büyüdüğüm,1
olduğum,2
doğuracak,3
Türkan,3
yürütüyorum,2
girsinlermi,1
girdi,15
atım,1
yürüyecekmiş,1
üşümesin,1
bunlardan,8
biçim,2
korktular,1
koşmam,2
uykuları,2
geldimiş,1
Ercüment,1
oynamıyor,7
sabahleyin,16
yataklara,1
sığmazki,1
yapalımmı,5
çatısından,1
küçültelim,1
küçültüyorum,1
eee,4
sokamayızki,1
neresinden,1
uyusunlar,7
gündüz,11
uyurlar,7
vızzz,1
arkası,4
dün,11
nı,3
yapıyordu,2
korktum,3
pıtır,2
kaçtım,3
yürüyünce,1
açarım,4
vızz,1
bindirelim,2
çocuğunu,2
bebeğimi,1
alıyım,4
bindirecem,3
oynamıyorum,11
Ercümentle,1
abim,29
benden,4
atmam,1
topum,6
insanlar,3
off,3
otobüs,29
gazeteye,2
öğretmedilerki,1
yürütecem,2
giydim,6
bena,1
bağsız,1
pabuç,3
tokasız,1
tuttum,2
bağlamadan,1
kızının,2
ismi,13
erkenden,3
süslenirken,1
tarıyor,2
süsleni,1
süslenmiyorum,1
tarıyorum,1
götürecem,4
ütu,1
ediyorum,5
geçen,15
sene,9
bacağım,4
ağrıyordu,3
bacağıma,2
iğne,8
iyileştim,1
iyi,19
anneannemin,3
ölmedi,1
hame,1
Seyfettin,1
dayıcığıma,1
giderken,10
geçecek,1
olunce,1
kendisi,8
götürdüler,1
koydular,3
ağlamadı,1
yaa,1
yetişir,1
arabalardan,6
kullanmıyorum,1
kullanmasın,1
valla,1
yapıyım,1
ağaçlı,2
sevmem,10
şımarık,2
doğurmayacak,1
yapmayan,1
yapmamki,1
gelmiycem,3
yapmıyorlar,3
getirme,2
kızını,1
söylememem,1
öpüyorlar,1
sarılıyorlar,1
terbiyesizlik,1
alıcak,2
televizyonumuz,1
sinemada,2
birçokları,1
kıtır,2
kesiyor,3
adamları,3
kötü,1
seyrettim,5
fıstık,1
sinemasında,1
bıçakla,3
kesmiyorlar,1
gidelim,10
oturya,1
Fıstık,2
sinemasına,1
gazoz,4
içincede,1
çiğniyorum,1
dümdüz,2
şarkıyı,1
söylemiyelim,1
havasını,1
havası,1
öğrendim,9
sarıdır,1
söylüyorlardı,1
ediyoruz,2
okuycanmı,1
içmez,10
pır,11
yeer,1
karnıları,1
acıkır,2
ıh,32
portakal,2
kabuğu,1
severler,1
perde,3
sineması,1
seyrediyorlar,2
okusana,2
deminki,1
oku,2
istemiyorum,5
bakmıycam,1
sabahleyinki,1
tabi,1
rüyadaydım,1
heh,14
karyolamda,2
büyüdüm,2
sağlam,1
yatırıyor,3
pütürük,1
pamuk,4
kışın,1
hoşuma,1
uydurmuyorum,1
diyorki,1
diliyorum,1
üzmüyorum,1
uykum,2
Elifim,1
Köksal,3
Canan,2
makarna,11
makar,1
diyorlar,11
üstüm,2
napalım,1
kapasın,1
acıkmadı,4
acıktı,1
karnım,5
yerim,5
söyledikten,2
söyliycem,2
anneanne,11
tarafı,6
üfliycem,1
Türkana,1
diyorlarki,1
Türkanın,1
günü,6
olmıyacakmış,2
demek,7
ı,5
sevmiyorum,10
cikolatalı,1
ormanı,4
uyuyacakmış,5
üstü,8
kapalı,7
somya,3
kapının,2
merdiven,2
aşağıya,11
iniyoruz,1
aşşaya,1
inicem,1
inmek,1
eşlerini,4
bulalım,2
eşi,1
onunkini,1
bulacam,2
maşallah,1
şeylerimi,1
altta,3
kamyonları,1
alacam,11
traktör,14
kamyonu,9
şeyi,16
taşıyor,2
jet,2
mersedes,1
gidiyormusunuz,1
Alplen,1
Alpayı,1
geliyorsun,2
uyduruyor,1
istiyor,4
teyze,16
teyzesi,1
dövünce,1
teyzesini,2
bağırıyor,10
uyumuyorki,2
aşağkinde,2
yukarkinde,2
aşagkinde,1
dövüyorum,5
dövebiliyormu,1
Alpay,6
dövemiyor,1
kendisine,2
ahh,2
hala,5
ahhh,1
annesine,1
Alpciğim,1
annesini,3
üzer,4
ağbisini,1
eyvah,6
yiyormu,1
hemencik,5
reçel,1
haa,7
sütünden,2
vermiyormu,1
canım,7
vermiyor,10
kiminle,1
oynarsın,1
Alp,2
arkadaşların,1
yokmu,5
brımmmm,1
geliyordun,2
gelmiyordun,2
hastaydın,1
hasta,6
değildim,1
kimler,3
gelmedin,2
öğretmenine,2
söyleseydin,2
döverdi,2
öğretmen,9
dövseydi,1
esas,1
kuvvetliyim,4
yaramaz,12
yapacan,3
değiller,1
yaramazım,1
hiçbir,1
oyunlar,2
oynarsam,1
Ozcanların,1
arka,2
bahçesine,7
haber,3
arsaya,1
Emirganda,2
tam,7
giriyorsun,2
vırrrn,1
diyorsun,2
ağacın,2
yanından,1
geçiyorsun,3
bozuk,8
yapılık,1
yolundan,1
yolumuz,1
orayı,1
dönüyorsun,2
duruyorsun,1
evimiz,3
hakikaten,1
taşınıyorum,1
buçuk,1
Emirganın,1
sokağından,1
iniyorum,1
ehh,2
istemem,2
oynarlar,24
döne,2
konuşalım,1
oturdum,4
yapmiyorum,1
korkmam,3
topun,3
mesela,12
oynamıyormusun,1
babanla,1
konuşmuyorsunki,1
vereyim,5
bardağı,5
elinde,2
istiyorsun,1
vrrrrrnnn,1
tutarmısın,1
baliğı,3
öbek,2
kıracam,1
kırmıyacaksın,1
vrrrr,1
yaparmısın,1
kullanırsın,1
yaparken,3
kullanmam,1
yapıyorsun,13
görmüyorum,8
görüyormusunuz,1
neyin,1
defter,5
annen,3
uyurmu,4
uyumaz,4
baban,2
uyumuyorlar,1
döversem,1
döveyimmi,1
herhalde,2
müsaade,1
etmez,1
döverim,1
zannetmiyorum,1
aldın,5
demiyormusun,1
Bülent,1
söyleme,1
efendim,5
dövecem,1
dene,1
kolay,2
Yalovada,1
otobüste,3
uyudun,1
vapura,10
binseydi,1
Alpin,1
süslenirmi,1
virrry,2
köpekmisin,1
köpekim,1
ismin,3
korkutuyorsun,1
Sapo,1
teyp,10
Erelin,5
dönüyor,13
bibip,7
yazıyor,8
onda,3
şişir,1
attaya,6
dandini,10
kalkıyor,2
tanbul,3
köprüye,6
ıhhh,2
sigara,4
çekirdek,1
das,1
ilaç,4
ilacı,3
bozuldu,5
arayalım,1
üfle,1
Ereli,1
çuka,1
mersi,2
parça,8
Erele,1
tanıyor,2
Dvoranın,1
teybe,1
dastana,1
kov,1
bostancı,1
danayı,1
pişst,2
boo,2
oooo,1
no,5
saçları,2
pınarı,1
ağaçlar,7
çiçekler,4
yakalamıştık,1
saçların,1
baharı,1
look,1
fincanı,2
fincan,1
kalemi,12
kirpik,1
öpünce,1
sürdünüz,1
polis,4
füf,1
sürdü,4
şaka,4
şakır,4
şemsiye,3
ısladı,1
yağmurkü,1
gitmesin,3
kesmiş,1
isti,1
kutu,14
dandanı,2
kalkacak,1
oynıyacak,2
düşürdü,3
bebekle,2
evimde,3
Ayalanın,1
ç,1
çarşında,1
sevyom,1
arkadaşı,2
koşarşı,3
koşarşeydi,1
oy,2
koş,1
üşürdüm,1
ceketi,1
üşüme,1
kibrit,3
kibritim,1
otobüsü,13
düstü,1
sevsin,1
yakaladı,1
takalım,4
kafası,12
ayağ,2
kesti,2
eşşek,3
gün,17
ihtiyarlamış,2
geleyimmi,2
horoza,3
gidiyorsunuz,5
geziyoruz,2
geleyim,5
gidince,3
rastlamışlar,5
aramaya,1
alsınlar,1
iyisi,1
atlamışlar,1
yemişler,2
soymuşlar,1
ejderha,2
hırsızlar,2
demişler,2
kaçmışlar,3
girmişler,5
hepsinin,1
yemeklerini,1
uyumuşlar,1
birimiz,1
bakmışlar,1
itmiş,1
kapıdan,3
tekmelemiş,2
uyanmış,3
kedisi,3
ısırmış,2
gagalamış,1
Allahım,1
kaçalım,1
mutlu,1
hayat,3
yaşamışlar,1
sinemadan,1
öğren,1
oğrendim,1
acımadım,1
döğmüyormuş,3
hayvandır,2
yerlere,4
insan,2
kızdırdımı,4
yenmez,1
yenir,2
tırmalarlar,4
kızdırdıgı,1
korktuğu,1
insanlardan,1
korktukları,1
yavrular,2
kızdırdıkları,1
ağzında,2
yaptımı,1
köpeğin,2
yavrusunu,3
gelir,19
korur,1
korkturdumu,1
sopayla,2
vurdumu,1
insanları,2
kemik,8
susamaması,1
susayınca,1
yürümez,1
kanatla,2
kuşları,4
milkshake,2
bardağımla,1
neskafe,2
kurtlar,11
kızdırırlarsa,1
yanakları,4
öpülmiyecek,1
simsiyahtır,2
kurnaz,3
tilkinin,1
suyun,4
dibinde,1
arar,1
nesi,3
suda,4
balıkçılar,1
tutarlar,2
kitapta,1
gazetede,1
gösterdi,1
balıkları,3
ağı,1
atarlar,2
gemiden,2
ağyı,1
ağ,1
alır,7
kapanır,2
sıkışır,2
yani,5
ağnın,1
kapı,5
gemiye,4
dökerler,3
motorlara,1
İstanbula,2
getirir,2
motorlar,1
hamsi,5
tavada,1
kızartıyoruz,1
yapmıyoruz,2
hamsiyi,1
kılçıklarını,1
sıyırıyoruz,1
fasulye,3
türlü,3
fasülye,1
kuru,1
tencerede,1
zeytin,1
yağlı,1
mercimek,1
yaşındayım,1
gitmedik,2
askerlik,1
halletmek,1
Aksarayda,1
Taksimde,5
hangisini,6
istersem,1
galiba,3
dönme,1
dolap,1
uçaklar,2
çarpışan,1
Aksaray,1
ikisinde,3
ayni,5
iksi,1
yaramazlar,2
yuvası,2
Etilerde,1
verecekler,1
Etiler,1
okulu,3
henüz,1
koşmaca,5
oynamak,5
söyliyeceğim,1
tren,9
rayı,1
pille,1
işliyor,1
pili,3
Ankaradan,4
bulmak,1
lazım,13
pilsiz,1
işliyemez,1
pil,2
alıcağım,1
gidemiyoruz,1
Su,2
işlerinde,2
çalışmıyor,2
sabahtan,2
kalkar,1
bazı,9
kalkıyorum,3
beşte,1
altıda,1
Boğaziçi,1
Universitesinde,1
kolej,1
talebelere,1
öğlenleyin,1
aşağıda,11
yatağım,1
kaldırıp,1
karyola,1
alacaklar,1
birini,1
çekecem,2
yatmak,3
istedimmi,2
yatacağım,1
altında,12
çekeceğim,1
katlı,2
yuvada,1
takılı,1
demirleri,1
sade,2
yapılmış,2
Pariste,1
Mehmet,1
Sişlide,1
Pelin,5
Hakan,2
Allah,3
muhafaza,1
taşındı,1
yıkılıyor,2
pencerede,1
eniştemler,1
babamlarla,1
gidiyorlardı,4
izin,1
aldılar,3
lar,1
ordaydı,1
vardım,1
idi,1
Saime,8
yapan,3
ihtiyar,1
hanım,6
pisleniyor,1
hergün,7
küçüğü,2
anneannemi,2
vergiye,1
orta,1
katta,3
Birsenler,1
Bingül,1
Birsen,1
Mustafa,7
giydirdiler,1
oturduk,5
terzi,1
diktiler,1
küçüğe,1
küçuğe,1
etek,1
yaptılar,6
büyüğe,1
yapmadılar,1
geçelim,1
işlerine,1
yiyeceğiz,3
günleri,3
uyumuyorum,7
günler,2
gidemiyorum,1
işim,2
götürmüyor,2
teypteki,3
boş,8
dolacak,1
doludaki,1
süs,1
güzelleri,1
yeni,11
İngiltereden,1
yepyeni,1
yeniler,1
kıymetli,1
Saimeyle,4
Pelinlere,1
oturuyoruz,13
geldimi,3
azıyor,1
tahtayı,1
tahtanın,3
sokayım,1
kapatayım,1
üstünü,1
tahta,22
Esenboğa,1
havaalanına,1
üşüdü,1
vincim,1
çıkarıyorum,2
sefer,3
koyuyorum,18
kondu,2
birgün,5
gönderecek,1
kakasını,1
çişini,2
hiçkimseye,1
havlamıyor,1
hiçmimseyi,1
köpeğidir,1
rahatsız,1
ederse,1
dakika,3
şunlara,1
gagalar,1
birsey,1
sokacağım,1
kapadım,1
kitledim,1
çıkamaz,1
kilitledim,1
duymasın,1
yavaş,5
anlatıyorum,1
fareleri,2
öldürmuş,2
fener,3
yapmışlar,2
gözetliyorlar,1
gemileri,1
ateş,4
edecekler,1
batıyor,3
bitıyor,1
duyarlar,1
varmıs,1
beşiğini,1
sallarken,1
varmiş,2
onla,4
Brem,3
Mızıkacıları,2
rastlamişlar,1
kitabım,1
kitabımı,1
Mizikacıları,1
gösteriyim,6
Saimeye,1
getirsin,3
kitabiı,1
kediyle,1
beraber,18
hepimiz,3
aklıma,5
kilitli,1
çikmışlar,1
görmüşler,1
görmüş,1
yemekler,1
oturmuş,2
kaçıracak,1
kaçırıyorlar,1
tekme,1
atmiş,2
evden,2
kovmuş,1
kahkahalarla,1
gülmüşler,1
öldürecem,1
sınıfa,2
tepelerin,1
Simtan,2
amcamın,8
oğlu,4
saçımı,3
tepesinde,1
geyik,2
açayım,2
sincabım,1
ismim,2
atlarda,1
nedir,3
itfaiye,7
kapakları,1
açıyoruz,2
yanmıştı,2
hanımın,1
kibritle,1
oynamıştı,1
yemez,8
kuzu,8
mahalleye,1
yengem,4
subay,1
yana,1
koştururken,1
götüreyim,1
getiririm,4
hocam,1
görmüyorsunki,1
kıracağım,1
yiyecekler,2
dedin,1
patates,5
köfte,4
meyva,5
oyun,19
rımmmmm,1
havalar,1
soğuk,3
koşarlar,3
Nedimeyle,1
Cınarcıkta,1
rımmmm,1
gündüzleyin,1
gitmez,3
aşağılara,1
dışarı,4
dedeme,1
yağmur,12
yağınca,1
akşamleyin,3
bırakmış,1
bakkala,3
yakmış,1
yanmış,5
bakkaldan,5
etlerle,1
ameliyata,1
götürmüşler,1
kesmişler,1
çocuğun,4
annesinin,3
karnını,1
çıkmış,10
yamuk,2
arabalarım,2
Tuncaylan,1
kalecisiniz,1
yarış,6
arabamı,4
orasına,1
oldumu,3
zamanlarda,1
giyiyorum,4
dişçiye,2
dişi,3
yememişte,1
dişine,1
çürümüş,1
Metin,2
bey,3
yiyecen,1
dişlerini,1
çürütmeyeceksin,1
Ayla,2
dağınık,2
olmasın,2
misafirler,2
evimizi,2
görür,2
ayıplar,1
Simter,1
çalışır,9
kulüpte,1
iniyorsunuz,1
yanda,4
duruyorsunuz,1
kulüp,2
aşaya,1
çalmaz,1
çalar,5
Selahattin,1
düt,12
kornayı,2
düüüt,1
inecekte,1
gidecek,6
gittiğimiz,2
Soray,2
tabancayı,1
almış,18
atla,1
aslanlara,1
öldürmüş,2
tabancasıyla,1
başmış,1
yakanları,1
yıkanlar,1
mavili,1
öldürmem,1
ısırıyor,2
horozum,1
kümesi,1
Meresedes,1
bagajına,1
doğru,2
Amerikaya,1
kesecem,2
bıçağımı,1
içiyorlar,3
bekliyorlar,1
vermiyorlar,2
kedilere,3
karnı,9
uçmuyorda,1
uçamıyor,1
kanadınlan,1
gezmekte,1
yüzüyorum,4
kafamı,2
girdirtiyorum,1
çıkamıyorum,2
denizler,1
konuşuyorum,5
ısırmam,1
anneni,1
üzdünmü,1
üzmedim,1
oturuyorum,9
yüzüyoruz,1
kolları,1
basıyım,1
otobüsle,2
bibiple,1
kule,4
İsmail,1
Saban,1
efendi,2
Sabahattin,2
oynadı,1
bibiplen,1
oynuyordu,1
öksürmüyorum,1
olma,1
ol,7
sola,1
temizledim,3
omo,1
kazak,4
pantolonu,4
pantolon,3
gömlek,1
işaret,4
birtane,11
koydu,3
bilirsin,1
dizdim,3
yapmiş,1
Alev,8
teyzelere,1
düşürmesin,1
takılmıyor,2
düş,2
aahh,2
gelmemiş,2
ört,2
örttüm,1
battaniye,1
lambası,2
yansın,1
yakıyor,2
karanlık,2
olmamış,1
olmuştu,1
neye,2
koyuyorsun,4
öbürkünü,1
garaja,3
mamasını,3
maması,2
nede,1
şöför,1
şöförü,1
gidicen,1
işaretmiş,1
yol,5
yapılır,3
çıkmaz,1
oynayabilirler,1
koşabilirler,1
Funda,12
taktaklan,1
diziyorsun,1
sıralıyorsun,3
öbürgün,1
oyna,1
açacak,1
diyormuş,4
açıyorum,5
geceden,1
koleje,1
salıncaklara,2
biniyoruz,1
kaydırağa,1
biniyorsunuz,1
kolejde,2
Nezih,5
içecek,1
açılacak,1
tarafta,1
maden,1
çıkıyorsun,2
bakıyorsun,2
oyuncaklara,1
atmadım,2
masa,4
yiyorsunuz,1
kapıyorsun,1
salıncak,5
pırasa,2
ıspanak,1
yazayımmı,1
yazacam,1
dolma,3
pek,1
yapılmamış,1
alınmış,1
sıkıyor,3
getirttir,1
altın,1
yazıyımmı,1
başladıktan,2
yatağınız,1
değildi,3
Eyüp,1
gelmişti,3
telefonumuz,1
telefon,3
şık,1
sizinki,2
krem,3
dudağına,1
oje,4
Fethiye,2
almıştı,1
bugünleri,1
öbürgünleri,1
gömleğini,1
Nezihin,2
pantalonunu,1
ütüsü,1
dolduruyorsun,2
ütülüyorsun,2
yoo,2
toz,10
bezi,4
dolduruyor,1
sabun,8
torbada,1
kirleniyor,3
ağbimle,2
süpürüyoruz,1
makinesi,1
bozulmuştu,2
ağbimi,4
Nezihe,1
çik,1
kaçıncı,1
sınıfta,2
Omerle,1
bide,1
birde,2
küveti,1
dolduruyoruz,1
oynayacağız,8
oynamıyoruz,2
yıkanıyoruz,1
yıkanıyormu,1
şampuanla,1
döküyorum,5
ıslatıp,3
başım,6
yıkanıyorum,1
çıkıyorum,1
kurulanıyorum,1
değişecezmi,1
değiş,1
koyummu,1
yapıyımmı,1
alacaksın,2
koydukmu,1
bakalım,18
yeniden,4
güzelleştiriyorum,1
güle,4
teyzeyi,1
öpmedin,1
temizliyorum,2
kağıtın,1
bulaşık,6
giriyormu,3
buda,4
gelmez,2
denmez,1
kambur,1
doldursana,1
doldurayım,2
balon,3
anlatacam,1
bekle,2
acımamış,1
hastanede,2
koltuk,4
divan,1
oynayacazmı,2
iplen,1
hiçbiryerden,1
almamışki,1
değilmiş,1
bilezik,1
keçiyle,1
gördünüzmü,4
ot,9
suyu,8
içmediki,1
tırmalamıştı,2
tırmaladı,7
tırmalanır,1
çıkmazki,1
mırnav,2
bücürle,1
çeşmeden,1
içermi,2
susadım,2
Yetiş,1
sıcacık,1
tırmalıyor,2
yanağını,1
balıkın,1
gözleri,6
kopartırsın,1
koyarsın,1
tabakta,2
neresi,2
bularım,1
bıçak,3
aldınızmı,2
babanıza,1
sokuluyor,2
girmişti,1
mandoline,1
benziyor,11
kazarlar,6
yaparlar,18
yara,4
yakalamaca,2
İlhan,1
kazıyoruz,4
Arif,5
yapmak,5
muzlar,4
elmalar,2
tahtalı,2
taşıyorlar,2
sein,1
tahtaya,2
dışarlara,1
inmiş,2
dalları,2
dal,6
dolmakalemle,2
oniki,6
onbeş,4
Cengiz,5
Erensoy,2
daireye,6
anneanneme,4
yardım,7
bal,2
kutuyla,2
sıkıştı,4
kapısının,2
soktum,3
aptal,16
çalmış,5
dala,6
konmuş,7
seyre,6
dalmış,5
şen,5
sesiyle,2
öt,8
gak,10
hayvanlar,16
atın,2
bağlanır,3
gidemez,2
inekler,5
koşar,21
zürafalar,4
develer,4
koşmaz,3
emerler,4
dururlar,1
duranlar,1
tırmıkları,4
delikler,1
taşlar,8
çakılır,1
içerler,20
kuzular,6
koyunlar,3
çimlik,1
içmezler,5
yiyerler,3
dağlarda,2
uzaklara,5
yollara,2
giderler,11
pişirilir,6
yiyilir,2
gitmiştik,4
dibindeymiş,4
kargayı,3
sesinle,4
Atatürk,11
yerin,4
söyliyeceksin,1
söyliyecek,1
kalbimde,2
ilk,3
yazıyı,3
dersi,2
okumayı,2
sevindinmi,2
yirmiüç,2
